,ver_claim_ids,used_words_and_synonyms
33,vclaim-pol-00033,"['``', 'trump', 'suing', 'cnn', '‘', 'pro-impeachment', 'bias', '’', 'demands', '‘', 'substantial', 'payment', '.', '’', ""''""]"
34,vclaim-pol-00034,"['``', 'president', 'trump', 'sent', '14,000', 'american', 'troops', '(', 'middle', 'east', ')', 'region', 'since', 'may', '.', 'ca', ""n't"", 'tell', 'political', 'rallies', ""'s"", 'getting', 'troops', 'endless', 'wars', ""'s"", 'sending', '14', 'times', 'amount', 'back', 'region', '.', ""''""]"
35,vclaim-pol-00035,"['aarp', 'backed', '``', 'federal', 'funding', 'planned', 'parenthood', '.', ""''""]"
36,vclaim-pol-00036,"['``', 'hemp', '25,000-35,000', 'known', 'usages', '.', 'means', 'going', 'something', 'replace', 'plastics', ',', 'styrofoam', 'concrete', '.', ""''""]"
37,vclaim-pol-00037,"['``', 'sheila', 'bynum-coleman', 'said', ',', '‘', 'need', 'get', 'police', 'schools', '.', '’', ""''""]"
38,vclaim-pol-00038,"['says', 'drinking', '``', '6-ounce', 'glass', 'tonic', 'water', 'night', 'bed', ""''"", 'help', 'alleviate', 'restless', 'legs', 'syndrome', '.']"
39,vclaim-pol-00039,"['says', 'photo', 'shows', '``', 'kurdish', 'kids', ""''"", 'turkey', '’', 'invasion', '.']"
40,vclaim-pol-00040,"['``', 'clear', ',', '’', 'talking', 'confiscating', 'anybody', '’', 'guns', '.', ""''""]"
41,vclaim-pol-00041,"['says', 'california', '``', '30', '%', 'third', 'country', '’', 'people', 'living', 'poverty', 'level', '.', ""''""]"
42,vclaim-pol-00042,"['says', 'donald', 'trump', '``', 'profiting', ""''"", 'g-7', 'summit', 'meeting', 'held', 'trump', '’', 'doral', 'resort', '.']"
43,vclaim-pol-00043,"['``', 'father', 'became', 'commander', 'chief', 'country', ',', 'got', 'international', 'business', '.', ""''""]"
44,vclaim-pol-00044,"['says', 'donald', 'trump', 'breaking', 'campaign', 'pledge', 'bring', 'manufacturing', 'jobs', 'back', 'wisconsin', 'pennsylvania', 'since', 'two', 'states', '``', 'lost', 'manufacturing', 'jobs', 'past', 'year', '.', ""''""]"
45,vclaim-pol-00045,"['``', '75-100', 'folks', '(', ')', 'killed', 'month', '200', 'wounded', 'senseless', 'gun', 'violence', '.', ""''""]"
46,vclaim-pol-00046,"['``', 'city', 'austin', 'dedicating', '$', '20,000', 'per', 'homeless', 'person', 'austin', '.', ""''""]"
47,vclaim-pol-00047,"['``', 'people', '$', '50,000', '’', 'pay', 'income', 'tax', '.', 'top', '1', 'percent', 'country', 'pay', '40', '%', '.', ""''""]"
48,vclaim-pol-00048,"['``', 'kurds', 'much', 'safer', 'right', '.', ""''""]"
49,vclaim-pol-00049,"['``', 'people', ""n't"", 'raise', '--', '90', 'percent', 'americans', 'raise', '40', 'years', '.', ""''""]"
50,vclaim-pol-00050,"['says', 'two', 'weeks', 'get', 'flu', 'shot', '``', 'active', ',', 'live', 'walking', 'virus', '.', ""''""]"
51,vclaim-pol-00051,"['says', 'universal', 'basic', 'income', ',', '``', 'thomas', 'paine', 'founding', '...', 'martin', 'luther', 'king', ',', 'champion', '‘', '60s', ',', 'called', 'guaranteed', 'minimum', 'income', 'americans…', 'passed', 'u.s.', 'house', 'representatives', 'twice', '1971', '.', ""''""]"
52,vclaim-pol-00052,"['quotes', 'president', 'john', 'f.', 'kennedy', 'saying', '``', 'united', 'states', 'ever', 'experienced', '[', 'coup', 'overthrow', 'government', ']', 'come', 'cia', 'pentagon', '.', ""''""]"
53,vclaim-pol-00053,"['says', 'photo', 'shows', '``', '25,000', 'outside', 'hear', 'potus', 'speak', '!', ""''""]"
54,vclaim-pol-00054,"['``', '1', '%', 'paying', 'less', 'taxes', 'everyone', 'else', '.', ""''""]"
55,vclaim-pol-00055,"['``', 'ohio', ',', 'michigan', ',', 'pennsylvania', 'actually', 'latest', 'jobs', 'data', 'lost', 'jobs', ',', 'gained', '.', ""''""]"
56,vclaim-pol-00056,"['``', 'people', 'making', '$', '50,000', '$', '75,000', 'year', ',', 'taxes', 'going', '$', '5,000', 'fact', ',', 'pay', 'new', 'taxes', ""''"", 'medicare', '.']"
57,vclaim-pol-00057,"['``', 'back', 'studying', ',', 'two', 'three', 'families', 'ended', 'bankruptcy', 'serious', 'medical', 'problem', 'health', 'insurance', '.', ""''""]"
58,vclaim-pol-00058,"['americans', '``', 'say', 'want', 'choice', ""''"", 'join', 'single-payer', 'system', 'like', 'medicare', 'rather', 'ending', 'private', 'insurance', '.']"
59,vclaim-pol-00059,"['``', 'trump', 'tries', 'lie', 'tv', 'ad', ',', 'networks', 'refuse', 'air', '.', 'facebook', 'cashes', 'trump', '’', 'checks', '.', ""''""]"
60,vclaim-pol-00060,"['whether', 'gov', '.', 'ralph', 'northam', 'resign', '.']"
61,vclaim-pol-00061,"['says', 'attorney', 'general', 'william', 'barr', 'tweeted', 'us', '``', 'gave', 'iran', 'usa', 'taxpayer', 'dollars', ""''"", 'iran', 'could', 'purchase', 'uranium', 'russia', '.']"
62,vclaim-pol-00062,"['says', 'fox', 'news', 'anchor', 'shepard', 'smith', 'stepped', 'attorney', 'general', 'william', 'barr', '``', 'closed', 'door', 'meeting', 'rupert', 'murdoch', '.', ""''""]"
63,vclaim-pol-00063,"['mayor', 'newark', ',', 'n.j.', ',', 'cory', 'booker', '``', 'stole', '$', '600,000', 'city', 'water', 'authority', 'laundered', 'law', 'firm', '.', ""''""]"
64,vclaim-pol-00064,"['says', 'associated', 'press', 'wrong', 'report', '``', 'income', 'inequality', 'grew', 'largest', '50', 'years', ""''"", '``', 'new', 'census', 'report', 'four', 'measures', 'income', 'inequality', 'shrunk', ',', 'reversing', 'rise', 'past', 'five', 'decades', '.', ""''""]"
65,vclaim-pol-00065,"['says', 'george', 'soros', '’', 'son', 'married', 'adam', 'schiff', '’', 'sister', '.']"
66,vclaim-pol-00066,"['``', 'west', 'virginia', 'department', 'education', 'reported', '10,000', 'children', 'youth', 'identified', 'homeless', '2018-2019', 'school', 'year', '.', ""''""]"
67,vclaim-pol-00067,"['says', 'facebook', '``', 'witch', 'checker', '.', ""''""]"
68,vclaim-pol-00068,"['says', 'nancy', 'pelosi', 'diverted', '``', '$', '2.4', 'billion', 'social', 'security', 'cover', 'impeachment', 'costs', '.', ""''""]"
69,vclaim-pol-00069,"['says', 'whistleblower', 'hired', '``', 'left-wing', 'lawyers', ',', 'left-wing', 'firms', ',', 'soros', 'involved', 'funding', 'one', '.', ""''""]"
70,vclaim-pol-00070,"['says', 'obamas', 'connected', 'varsity', 'blues', 'college', 'admissions', 'scandal', '.']"
71,vclaim-pol-00071,"['``', 'fact', ':', 'joe', 'biden', 'pressured', 'ukraine', 'fire', 'prosecutor', '....', 'fact', ':', 'prosecutor', 'said', 'forced', 'leading', 'corruption', 'probe', 'hunter', 'biden', ""'s"", 'company', '.', 'fact', ':', 'democrats', 'want', 'impeach', 'president', 'trump', 'discussing', 'investigation', 'ukraine', ""'s"", 'president', '.', ""''""]"
72,vclaim-pol-00072,"['millionaires', 'eligible', 'food', 'stamps', ',', '``', 'donald', 'trump', 'came', 'along', 'decided', 'put', 'stop', '.', ""''""]"
73,vclaim-pol-00073,"['``', 'teachers', 'chicago', 'public', 'schools', 'paid', 'highest', 'compensation', 'school', 'system', 'country', '.', ""''""]"
74,vclaim-pol-00074,"['``', '95', 'percent', 'america', '’', 'production', 'ethylene', 'produced', 'gulf', 'coast', 'texas', 'louisiana', '.', ""''""]"
75,vclaim-pol-00075,"['says', 'sons', 'nancy', 'pelosi', ',', 'mitt', 'romney', 'john', 'kerry', 'boards', '``', 'energy', 'companies', 'business', 'ukraine', '.', ""''""]"
76,vclaim-pol-00076,"['says', 'republican', 'dan', 'bishop', '``', '17', ""''"", 'points', 'nc', 'congressional', 'race', '``', 'lot', '.', ""''""]"
77,vclaim-pol-00077,"['``', 'meth', 'production', 'mo', 'cratered', 'last', 'decade', '.', 'mo', 'hwy', 'patrol', 'reported', '1,326', 'meth', 'lab', 'seizures', '2006', ',', '50', '2018', '.', ""''""]"
78,vclaim-pol-00078,"['says', 'nancy', 'pelosi', '’', '``', 'legislative', 'aide', '…', 'ukraine', 'connected', 'ukrainian', 'embassy', ',', 'ukrainian', 'military', ',', 'ukrainian', 'government', 'ukrainian', 'party', 'life', ""''""]"
79,vclaim-pol-00079,"['``', 'first', 'so-called', 'second', 'hand', 'information', '‘', 'whistleblower', '’', 'got', 'phone', 'conversation', 'almost', 'completely', 'wrong', '.', ""''""]"
80,vclaim-pol-00080,"['``', 'republican', 'policies', 'led', 'business', 'investment', 'growth', '’', '10', 'times', 'faster', 'saw', 'president', 'obama', '.', ""''""]"
81,vclaim-pol-00081,"['del', '.', 'danica', 'roem', '``', 'supported', 'controversial', 'bill', 'would', 'allowed', 'abortion', 'moment', 'birth', '.']"
82,vclaim-pol-00082,"['``', 'study', 'shows', 'households', 'neighboring', 'west', 'virginia', 'could', 'hook', 'upwards', '$', '70,000', 'first', 'year', 'alone', 'green', 'new', 'deal', '!', ""''""]"
83,vclaim-pol-00083,"['says', 'joe', 'biden', '``', 'said', 'never', 'spoke', 'ukrainian', 'company', ',', 'picture', 'came', 'playing', 'golf', 'company', 'boss', 'hunter', ""''"", 'biden', '.']"
84,vclaim-pol-00084,"['minneapolis', '``', 'city', 'government', 'preemptively', 'informed', 'target', 'center', 'would', 'responsible', '$', '530,000', 'security', 'costs', ""''"", 'related', 'trump', 'rally', ',', '``', '26', 'times', 'estimated', 'security', 'costs', '2009', 'target', 'center', 'health', 'care', 'rally', 'held', 'president', 'barack', 'obama', '.', ""''""]"
85,vclaim-pol-00085,"['del', '.', 'debra', 'rodman', '``', 'opposes', 'adoption', 'alternative', 'abortion', 'event', 'unplanned', 'pregnancies', '.', ""''""]"
86,vclaim-pol-00086,"['``', 'spoken', 'directly', 'whistleblower', '.', ""''""]"
87,vclaim-pol-00087,"['says', 'rep.', 'adam', 'schiff', '``', 'complicit', 'editing', 'composing', '‘', 'whistleblower', 'complaint', '’', 'filed', '.', ""''""]"
88,vclaim-pol-00088,"['says', 'monica', 'lewinsky', 'tweeted', ""'s"", '``', 'willing', 'take', 'one', 'team', ""''"", 'engaging', 'oral', 'sex', 'president', 'donald', 'trump', ',', '``', 'apparently', ""'s"", 'thing', 'convince', 'republicans', 'impeach', '.', ""''""]"
89,vclaim-pol-00089,"['``', '50', '%', 'duis', 'interstate', '35', 'illegals', '.', 'ninety', 'percent', '50', '%', 'absolutely', 'identification', '.', ""''""]"
90,vclaim-pol-00090,"['says', '``', '90', '%', 'policemen', ""''"", 'expanding', 'background', 'checks', 'gun', 'sales', '.']"
91,vclaim-pol-00091,"['universal', 'background', 'checks', 'involve', 'asking', 'people', '``', 'submit', 'serial', 'numbers', 'guns', 'state', 'federal', 'official', ',', ""''"", 'violates', 'second', 'amendment', '.']"
92,vclaim-pol-00092,"['quotes', 'thomas', 'jefferson', 'saying', '``', 'freedom', 'lost', 'gradually', 'uninterested', ',', 'uninformed', 'uninvolved', 'people', '.', ""''""]"
93,vclaim-pol-00093,"['says', 'character', 'freddy', 'krueger', 'based', 'real', 'serial', 'killer', '.']"
94,vclaim-pol-00094,"['``', '’', 'longer', 'wealthiest', 'middle', 'class', 'world', '.', ""''""]"
95,vclaim-pol-00095,"['``', 'barack', 'obama', 'asked', 'ukraine', 'investigate', 'political', 'rival', ""'s"", 'campaign', 'manager', ',', '3', 'democrat', 'senators', 'asked', 'ukraine', 'investigate', 'trump', ',', 'dnc', 'solicited', 'ukraine', ""'s"", 'help', 'dig', 'dirt', 'trump', '.', ""''""]"
96,vclaim-pol-00096,"['red', 'bull', 'contains', 'bull', 'sperm', '.']"
97,vclaim-pol-00097,"['``', '$', '575', 'billion', 'cut', 'medicare', 'trump', '’', 'proposed', '2020', 'budget', '.', ""''""]"
98,vclaim-pol-00098,"['``', 'impeachment', 'reaches', 'house', 'passes', 'senate', '’', 'passed', 'first', 'term', 'nullified', 'trump', 'run', 'two', 'terms', '.', ""''""]"
99,vclaim-pol-00099,"['since', 'israel', 'started', 'training', 'teachers', 'guns', ',', '``', 'two', 'school', 'shootings', '44', 'years', 'shooters', 'killed', 'teachers', '.', ""''""]"
100,vclaim-pol-00100,"['says', 'photo', 'shows', 'beto', '’', 'rourke', '``', 'college', 'drunk', 'pissing', 'pants', '.', ""''""]"
101,vclaim-pol-00101,"['``', 'average', 'bridge', 'missouri', '48', 'years', 'old', '—', 'designed', 'last', '50', 'years', '.', ""''""]"
102,vclaim-pol-00102,"['says', '2016', 'presidential', 'election', ',', '``', 'one', '42', 'points', '--', '42', 'points', '--', 'west', 'virginia', '.', ""''""]"
103,vclaim-pol-00103,"['siobhan', 'dunnavant', '``', 'wrote', 'republican', 'bill', 'would', 'let', 'insurance', 'companies', 'deny', 'coverage', 'pre-existing', 'conditions', '.', ""''""]"
104,vclaim-pol-00104,"['``', 'half', 'death', 'row', 'prisoners', 'people', 'color', '.', ""''""]"
105,vclaim-pol-00105,"['``', 'wv', 'highways', 'rank', '16th', 'country', 'national', 'survey', 'highway', 'systems', ',', '20', 'spots', 'last', 'year', '’', 'ranking', '!', 'ranking', 'affirms', 'hard', 'work', '’', 'done', ',', 'continue', ',', 'fixing', 'state', '’', 'roads', '.', ""''""]"
106,vclaim-pol-00106,"['united', 'states', '``', '#', '1', 'oil', 'consumption', ""''"", 'world', '.']"
107,vclaim-pol-00107,"['says', 'clint', 'eastwood', 'dead', '.']"
108,vclaim-pol-00108,"['says', 'el', 'chapo', '``', 'stated', 'court', ""''"", 'james', 'comey', 'helped', 'launder', '$', '150', 'million', '``', 'cartel', 'money', 'pelosi', '.', ""''""]"
109,vclaim-pol-00109,"['``', 'longstanding', 'whistleblower', 'rules', '(', 'changed', ')', 'submittal', 'fake', 'whistleblower', 'report', '.', ""''""]"
110,vclaim-pol-00110,"['says', 'pat', 'mccrory', '``', 'shepherded', 'driver', '’', 'licenses', 'illegal', 'aliens', 'aftermath', '9/11', 'terrorist', 'attacks', '.', ""''""]"
111,vclaim-pol-00111,"['says', 'republican', 'gov', '.', 'phil', 'scott', '``', 'voted', 'impeach', 'president', 'trump', '.', ""''""]"
112,vclaim-pol-00112,"['``', '49', '%', 'new', 'income', 'goes', 'top', '1', '%', '.', ""''""]"
113,vclaim-pol-00113,"['says', 'photo', 'shows', 'greta', 'thunberg', 'posing', 'next', 'george', 'soros', 'isis', '.']"
114,vclaim-pol-00114,"['``', 'congress', ',', 'elizabeth', 'warren', 'introduced', '110', 'bills', '.', '2', 'passed', '.', 'cory', 'booker', 'introduced', '120', 'bills', '.', '0', 'passed', '.', 'kamala', 'harris', 'introduced', '54', 'bills', '.', '0', 'passed', '.', 'bernie', 'sanders', 'never', 'held', 'job', 'age', '53.', 'lived', 'welfare', 'four', 'different', 'women', '.', ""''""]"
115,vclaim-pol-00115,"['``', 'first', 'time', 'history', ',', 'new', 'hires', 'prime', 'working', 'age', 'minorities', 'women', '.', ""''""]"
116,vclaim-pol-00116,"['says', 'photo', 'woman', 'multiple', 'bruises', 'face', 'democrat', 'keith', 'ellison', '’', 'girlfriend', 'responsible', 'injuries', '.']"
117,vclaim-pol-00117,"['green', 'new', 'deal', '``', 'would', 'put', '$', '600,000', 'tax', 'burden', 'every', 'household', '.', ""''""]"
118,vclaim-pol-00118,"['says', 'gov', '.', 'tony', 'evers', 'vetoed', 'school', 'computer', 'program', ',', '``', 'saying', 'would', 'better', 'spent', 'urban', 'districts', 'like', 'madison', 'milwaukee', '.', ""''""]"
119,vclaim-pol-00119,"['photograph', 'shows', 'woman', 'cocaine', 'child', '.']"
120,vclaim-pol-00120,"['says', 'andy', 'rooney', 'wrote', 'long', 'commentary', 'defending', 'prayer', 'christianity', 'united', 'states', '.']"
121,vclaim-pol-00121,"['``', 'women', '’', 'unemployment', 'lower', 'president', 'trump', '’', 'nearly', '70', 'years', '.', ""''""]"
122,vclaim-pol-00122,"['says', 'marcus', 'aurelius', 'said', ',', '``', 'everything', 'hear', 'opinion', ',', 'fact', '.', 'everything', 'see', 'perspective', ',', 'truth', '.', ""''""]"
123,vclaim-pol-00123,"['says', 'getting', 'quickly', 'middle', 'night', 'cause', '``', 'sudden', 'death', '.', ""''""]"
124,vclaim-pol-00124,"['``', 'lot', 'people', 'talking', ""''"", 'removal', '``', 'fair', 'prosecutor', ""''"", 'ukraine', '.']"
125,vclaim-pol-00125,"['says', 'photo', 'shows', 'dog', 'slept', 'master', '’', 'grave', 'every', 'night', 'seven', 'years', '.']"
126,vclaim-pol-00126,"['says', 'saddam', 'hussein', 'said', ',', '``', 'defeat', 'america', 'sword', '.', 'america', 'must', 'defeated', 'within', 'politics', '.', ""''""]"
127,vclaim-pol-00127,"['says', 'police', 'warning', 'shoppers', 'use', 'wipes', 'clean', 'carts', 'deadly', 'risk', 'fentanyl', 'residue', '.']"
128,vclaim-pol-00128,"['``', '80', '%', 'world', '’', 'population', 'lives', 'countries', 'religious', 'liberty', 'significant', 'danger', 'even', 'completely', 'outlawed', '.', ""''""]"
129,vclaim-pol-00129,"['``', 'every', 'time', 'go', 'court', ',', ""''"", 'trump', 'administration', ',', '``', 'part', ',', 'win', '.', ""''""]"
130,vclaim-pol-00130,"['``', 'europe', 'nations', '(', 'need', ')', 'contribute', 'ukraine', '.', '’', '.', 'united', 'states', '.', '’', 'putting', 'bulk', 'money', '.', ""''""]"
131,vclaim-pol-00131,"['``', 'ice', 'deported', 'detained', 'one', 'white', 'illegal', 'immigrant', '.', ""''""]"
132,vclaim-pol-00132,"['says', 'photo', 'shows', 'climate', 'change', 'protesters', 'left', 'trash', 'protest', 'side', '.']"
133,vclaim-pol-00133,"['says', '11-year-old', 'girl', 'shot', 'killed', 'two', 'armed', '``', 'illegal', 'aliens', ""''"", 'broke', 'home', 'montana', '.']"
134,vclaim-pol-00134,"['kirk', '``', 'cox', 'joined', 'special', 'interests', 'deny', 'teachers', 'raises', '.', ""''""]"
135,vclaim-pol-00135,"['``', '@', 'barackobama', 'illegal', 'immigration', 'dropped', '50-year', 'low', '.', ""''""]"
136,vclaim-pol-00136,"['quotes', 'winston', 'churchill', 'saying', '``', 'diplomacy', 'art', 'telling', 'people', 'go', 'hell', 'way', 'ask', 'directions', '.', ""''""]"
137,vclaim-pol-00137,"['``', 'active', 'warrant', 'arrest', 'murder', 'legally', 'pass', 'background', 'check', 'system', 'state', 'texas', ""''"", 'purchase', 'gun', '.']"
138,vclaim-pol-00138,"['says', 'trump', 'told', 'fox', 'news', '``', 'democrats', 'subpoena', 'administration', 'next', '10', ',', '15', ',', '20', 'years', 'never', 'capitulate', '.', 'need', 'face', 'fact', 'charge', ',', 'country', 'please', ',', 'control', '.', 'people', 'support', 'always', 'support', '.', ""''""]"
139,vclaim-pol-00139,"['``', '1,600', 'new', 'coal-fired', 'power', 'plants', 'constructed', 'speak', 'around', 'world', '.', ""''""]"
140,vclaim-pol-00140,"['``', 'statistics', 'indicate', 'americans', 'experienced', '29.3', '(', 'billion', ')', 'illegal', 'robocalls', 'far', 'year', ',', 'marking', '64', 'percent', 'increase', 'since', '2016', '.', ""''""]"
141,vclaim-pol-00141,"['says', 'president', 'trump', '’', 'administration', '``', 'actually', 'worsened', 'nation', '’', 'homelessness', 'crisis', ""''"", 'cutting', 'affordable', 'housing', 'programs', ',', 'allowing', 'shelters', 'refuse', 'people', 'based', 'gender', 'identity', 'sexual', 'orientation', ',', 'evicting', 'immigrant', 'families', 'mixed', 'legal', 'status', 'subsidized', 'housing', 'raising', 'rent', '.']"
142,vclaim-pol-00142,"['rick', 'scott', 'governor', ',', 'florida', '``', 'invested', 'record', 'funding', 'hiv/aids', 'prevention', '.', ""''""]"
143,vclaim-pol-00143,"['says', 'office', '``', 'uncover', '(', 'ed', ')', '$', '350', 'million', 'waste', 'fraud', ';', 'led', '40', 'criminal', 'charges', 'republicans', 'democrats', '.', ""''""]"
144,vclaim-pol-00144,"['27,000', '200,000', 'wisconsinites', '``', 'turned', 'away', ""''"", 'polls', '2016', 'due', 'lack', 'proper', 'identification', '.']"
145,vclaim-pol-00145,"['says', 'ilhan', 'omar', '``', 'partied', ""''"", 'anniversary', '9/11', '.']"
146,vclaim-pol-00146,"['``', 'wisconsin', 'currently', 'seeing', 'influx', 'new', 'residents', ',', 'illinois', 'seeing', 'outflux', '.', ""''""]"
147,vclaim-pol-00147,"['ivanka', 'trump', '’', 'shoe', 'line', 'made', 'china', 'exempt', 'tariffs', '.']"
148,vclaim-pol-00148,"['says', 'elizabeth', 'warren', '``', 'paid', '$', '400,000', 'teach', 'one', 'class', '.', ""''""]"
149,vclaim-pol-00149,"['``', 'obama-biden', 'administration', 'conduct', 'workplace', 'raids—in', 'fact', ',', 'ended', '.', ""''""]"
150,vclaim-pol-00150,"['``', 'beto', '’', 'rourke', 'wants', 'confiscate', 'guns', '’', 'buy', 'one', 'due', 'criminal', 'record', '.', ""''""]"
151,vclaim-pol-00151,"['says', 'word', 'newspaper', 'stands', '``', 'north', ',', 'east', ',', 'west', ',', 'south', ',', 'past', 'present', 'event', 'report', '.', ""''""]"
152,vclaim-pol-00152,"['milwaukee', 'less', 'taxing', 'power', 'similar', 'cities', 'u.s.', 'city', '400,000', '``', 'sales', 'tax', 'local', 'income', 'tax', '.', ""''""]"
153,vclaim-pol-00153,"['dan', 'helmer', '``', 'believes', 'abolishing', 'private', 'insurance', 'system', '.', ""''""]"
154,vclaim-pol-00154,"['``', 'u.s.', 'agricultural', '&', 'food', 'exports', 'expected', 'increase', '$', '2', 'billion', 'annually', '#', 'usmca', ""''""]"
155,vclaim-pol-00155,"['democrats', '9/11', 'memorial', 'service', 'nc', 'republicans', 'held', 'controversial', 'vote']"
