0152	Brian Kilmeade	And you felt as though the previous administration basically seems to have set you up to really struggle for the first three years.
0153	Brian Kilmeade	Who is your source, or what are your sources that are telling you, that the Obama administration was out to really hurt your administration?
0154	Donald Trump	Well, first of all, Brian, I haven't struggled because I've done more in the first two and a half years than any president in the history of our country.
0155	Donald Trump	And almost everybody admits it.
0156	Donald Trump	Between rebuilding our military, the biggest tax cut in history.
0157	Brian Kilmeade	Okay.
0158	Donald Trump	Regulation --
0159	Brian Kilmeade	Would you say they've been in your way?
0160	Brian Kilmeade	Would you say they've been in your way?
0161	Donald Trump	Good.
0162	Donald Trump	Well, wait a second.
0163	Donald Trump	Two Supreme Court justices.
0164	Donald Trump	Within a few weeks, we'll have one hundred and eighty-two federal judges.
0165	Donald Trump	It's a record.
0166	Donald Trump	So I've done more than anybody that ever had.
0167	Brian Kilmeade	Understood.
0168	Donald Trump	The position to [Inaudible] But they haven't made it pleasant.
0169	Donald Trump	They're bad people.
0170	Donald Trump	They hurt a lot of innocent people.
0171	Donald Trump	People came down here, they got served subpoenas by Mueller and the crew.
0172	Donald Trump	And they went through two and a half years.
0173	Donald Trump	They found nothing.
0174	Donald Trump	So why would you say that?
0175	Donald Trump	I think we've had the most productive presidency ever for the first two and a half years.
0176	Donald Trump	But it doesn't mean that it was pleasant.
0177	Brian Kilmeade	I know, I know.
0178	Brian Kilmeade	But maybe I should have been clearer.
0179	Brian Kilmeade	My point is this.
0180	Brian Kilmeade	I know you've had that point of view and some things are coming that direction to prove it.
0181	Brian Kilmeade	But who is your source that's telling you this?
0182	Donald Trump	I can't tell you that.
0183	Donald Trump	I can only say that we have a lot of information that a lot of bad things happened.
0184	Donald Trump	And when you look at Strzok and Page with the insurance policy, where, you know -- the two lovers, the two great lovers from the FBI.
0185	Donald Trump	Where he's saying, "Oh, she's going to win 100 million to nothing, but just in case she loses, we have an insurance policy."
0186	Donald Trump	Well, that means, you know, "We're going to take him down.
0187	Donald Trump	We're going to take down the president."
0188	Donald Trump	You wouldn't even believe this is possible.
0189	Donald Trump	But the insurance policy is a very big find.
0190	Donald Trump	Finding that text.
0191	Donald Trump	And the only reason we found it was they didn't want to use their private servers for a very bad reason.
0192	Donald Trump	Okay?
0193	Donald Trump	So they use the public server.
0194	Donald Trump	They use the FBI server.
0195	Donald Trump	So here's the thing.
0196	Donald Trump	We have so many -- regardless of what's coming out, okay?
0197	Donald Trump	The information that we have now is beyond belief already.
0198	Donald Trump	But what they have coming out, I hear, is historic.
0199	Donald Trump	That's the way it was explained.
0200	Donald Trump	I heard some stories.
0201	Ainsley Earhardt	Coming out and -- All right, Mr. President --
0202	Donald Trump	Of course the fake news will try and downplay it, but I don't think you can downplay this.
0203	Brian Kilmeade	Not now.
0204	Donald Trump	Fake news is part of it.
0205	Donald Trump	You know, the Democrats and the fake news, they're one and the same.
0206	Donald Trump	They will downplay it because I like -- I see these hearings where we have a great day.
0207	Donald Trump	And then you pick up the phony New York Times, which is a total phony paper -- I don't read it anywhere, you can't read it.
0208	Donald Trump	It's not even -- it has no relationship to the truth.
0209	Donald Trump	And you read a story that took place, and they don't tell you what happened.
0210	Donald Trump	They only put in the bad.
0211	Donald Trump	They don't put in the good.
0212	Donald Trump	Same thing with The Washington Post.
0213	Donald Trump	It's a phony paper.
0214	Donald Trump	We don't have it in the White House.
0215	Ainsley Earhardt	Mr. President, so --
0216	Donald Trump	And we saved a lot of money.
0217	Ainsley Earhardt	-- when we're watching those closing arguments yesterday, Adam Schiff -- Democrats love it.
0218	Ainsley Earhardt	You know, I'm sure he's getting pat on the back every time he walks down the halls in Washington, because people are saying, "Keep pushing, keep pushing.
0219	Ainsley Earhardt	We want impeachment."
0220	Ainsley Earhardt	But if you ask Republicans, and we're going to play a soundbite of his closing arguments, they say this is all theatrics.
0221	Ainsley Earhardt	Watch this and we're going to get your reaction.
0222	Donald Trump	Okay.
0223	Adam Schiff	[Begin Video Clip] It came down to the fact that the day after Bob Mueller testified, the day after Bob Mueller testified, that Donald Trump invited Russian interference.
0224	Adam Schiff	Hey, Russia, if you're listening, come get Hillary's emails.
0225	Adam Schiff	And later that day, they tried to hack her server.
0226	Adam Schiff	The day after that, Donald Trump is back on the phone asking another nation to involve itself in another U.S. election.
0227	Adam Schiff	That says to me, this president believes he is above the law, beyond accountability.
0228	Adam Schiff	[End Video Clip]
0229	Ainsley Earhardt	Mr. President was there quid pro quo, extortion, bribery?
0230	Donald Trump	No, not at all.
0231	Donald Trump	And let me tell you, he's a sick puppy.
0232	Donald Trump	He's so sick.
0233	Donald Trump	This guy is so -- I’ve been going through it for two and a half years about Russia.
0234	Donald Trump	I've been tougher on Russia than any president in history.
0235	Donald Trump	But for two and a half years, I've had to listen.
0236	Donald Trump	This was their talking point, Trump and Russia.
0237	Donald Trump	And if you take a look at it, just look at the facts.
0238	Donald Trump	Even look at what I've done for Ukraine by giving them tank busters, by giving them stuff.
0239	Donald Trump	And Obama would send pillows and sheets.
0240	Donald Trump	He wouldn't send anything else.
0241	Donald Trump	It's the whole thing.
0242	Donald Trump	Now Schiff, remember this?
0243	Donald Trump	He makes it all up.
0244	Donald Trump	He's sick.
0245	Donald Trump	There's something wrong with him.
0246	Donald Trump	So he made up my phone call.
0247	Donald Trump	He made it up.
0248	Donald Trump	He made up a phone call.
0249	Donald Trump	And then when I released it, everybody was embarrassed.
0250	Donald Trump	And crazy Nancy Pelosi, who, by the way, is going to go down as the worst speaker in the history of the House of Representatives, she hasn't done anything.
0251	Donald Trump	Well, she said she's like paralyzed.
0252	Donald Trump	She cannot do anything.
0253	Brian Kilmeade	And Mr. President --
0254	Donald Trump	I predict she won't do USMCA, because Richard Trumka, who's a good guy, but a big union guy -- only cares about a union.
0255	Donald Trump	Richard Trumka has her mortified.
0256	Donald Trump	She won't do USMCA and everybody in the country wants it, the farmers, the manufacturers.
0257	Donald Trump	But Richard Trumka has her -- like he plays her like a fiddle.
0258	Donald Trump	And I predict you won't even do it.
0259	Donald Trump	She -- and, by the way, she's got such pressure on her to do it.
0260	Donald Trump	All she has to do is put it to a vote.
0261	Donald Trump	She's holding it for six months.
0262	Donald Trump	It's growing dust on her desk, and Mexico and Canada calling, saying, "What's going on?
0263	Donald Trump	Where is our agreement?"
0264	Donald Trump	They signed it.
0265	Donald Trump	They're all set.
0266	Brian Kilmeade	Mr. President, a couple of days ago, your ambassador to the United -- to the E.U., Mr. Sondland, in his opening statement said that there was quid pro quo.
0267	Brian Kilmeade	There was quid pro quo, he said because you wanted an investigation into corruption, in exchange for a visit to the White House or something like that.
0268	Donald Trump	Yeah, well, that's total nonsense.
0269	Donald Trump	I do want -- always corruption.
0270	Donald Trump	I say that to anybody.
0271	Donald Trump	Why should we give money to a country that's known corrupt?
0272	Donald Trump	It's a very corrupt country.
0273	Donald Trump	I mean, I love the people in Ukraine.
0274	Donald Trump	I know Ukrainian people.
0275	Donald Trump	They're great people.
0276	Donald Trump	But it's known as being the third most corrupt country in the world.
0277	Donald Trump	Now, with this guy who, by the way, I hardly know him.
0278	Donald Trump	Okay?
0279	Brian Kilmeade	Sondland?
0280	Donald Trump	Yeah.
0281	Donald Trump	I've spoken to him a few times.
0282	Donald Trump	How about the guy with the telephone?
0283	Donald Trump	How about that one?
0284	Donald Trump	I guarantee you that never took place.
0285	Donald Trump	He said he's sitting there listening to me.
0286	Donald Trump	I spoke so few times to him.
0287	Donald Trump	But the guy yesterday on the telephone, David Holmes, "Yes, I heard the conversation."
0288	Donald Trump	Well, I have really good hearing.
0289	Donald Trump	And I've been watching guys for 40 years make phone calls.
0290	Donald Trump	And I can't hear when -- you could be two feet away; I can't hear people making calls.
0291	Donald Trump	I can't hear the other side, the phones up in the air.
0292	Donald Trump	Unless you have it on the speaker phone, you can't do it.
0293	Donald Trump	That was a total phony deal.
0294	Donald Trump	That was a phone -- you know, again.
0295	Donald Trump	Call it Deep State.
0296	Donald Trump	Call it --
0297	Brian Kilmeade	Mr. President.
0298	Brian Kilmeade	Mr. President.
0299	Donald Trump	Call it anti-Trump people.
0300	Brian Kilmeade	Your ambassador said that there was quid pro quo because you wanted an investigation into corruption, but it involved Joe Biden and Hunter Biden.
0301	Brian Kilmeade	And then it becomes like, look, "He's going after dirt on the Bidens because Joe Biden could be his opponent in 2020."
0302	Donald Trump	Well, first of all, that's not true.
0303	Donald Trump	Okay.
0304	Donald Trump	Number one, it's absolutely not true.
0305	Donald Trump	Now, then, you have to say, if you saw Joe Biden's --
0306	Brian Kilmeade	Which part is not true?
0307	Donald Trump	Joe Biden is corrupt.
0308	Donald Trump	It's not true what he said.
0309	Donald Trump	Now, what he said, also, is, "There was no quid pro quo.
0310	Donald Trump	I want nothing."
0311	Donald Trump	Remember was trending number one.
0312	Donald Trump	I want nothing.
0313	Donald Trump	He said that when he was questioned.
0314	Brian Kilmeade	He did.
0315	Donald Trump	He, and by the way, check out his lawyers, they're Hillary Clinton lawyers.
0316	Donald Trump	This guy has Hillary Clinton, the lawyers, their Democrats.
0317	Brian Kilmeade	Sondland.
0318	Donald Trump	But he's sitting there -- Sondland.
0319	Donald Trump	Yes.
0320	Donald Trump	He's sitting there with Clinton lawyers.
0321	Donald Trump	They're passing him notes all the time.
0322	Donald Trump	And he didn't put the most important phrase in his 22-page statement that he read.
0323	Donald Trump	The most important phrase was, "I want nothing" -- twice I said it -- "I want nothing.
0324	Donald Trump	I want nothing.
0325	Donald Trump	I want no quid pro quo.
0326	Donald Trump	Have President Zelensky do whatever is right."
0327	Donald Trump	Something to that effect.
0328	Donald Trump	And they didn't put that in.
0329	Brian Kilmeade	[Inaudible]
0330	Donald Trump	That was the end of him.
0331	Donald Trump	I turned off the television.
0332	Donald Trump	That's what he said.
0333	Donald Trump	Now, with all of that, of course, you have to look at corruption.
0334	Donald Trump	Are we going to be sending massive amounts of money to a country, and they're corrupt, and they steal the money, and it goes into everybody's bank accounts?
0335	Donald Trump	So you have to look at that.
0336	Donald Trump	And I will tell you this about Joe Biden.
0337	Donald Trump	I never said it specifically on him.
0338	Donald Trump	But I watched Joe Biden with the prosecutor, who a lot of people said was a great prosecutor, and they took him off.
0339	Donald Trump	And he was prosecuting that company.
0340	Donald Trump	And the kid who'd never made 10 cents in his life and all of a sudden is making millions of dollars a day, I mean, you tell me.
0341	Donald Trump	This is a guy who got thrown out of the Navy dishonorably --
0342	Brian Kilmeade	But --
0343	Donald Trump	He gets thrown out of the Navy shortly thereafter and makes no money.
0344	Donald Trump	Went through, made no money --
0345	Brian Kilmeade	But Mr. President --
0346	Donald Trump	And all of the sudden --
0347	Brian Kilmeade	No, I hear you.
0348	Donald Trump	-- becomes VP is making millions and millions of dollars, not only from there, but from China.
0349	Donald Trump	[Crosstalk]
0350	Donald Trump	So, Mr. President, the accusation is this, that you're using aid, taxpayer dollars, to attack a political opponent in Joe Biden.
0351	Donald Trump	And you say, you do say, "I wanted to hold up that aid because of corruption," but you also have the phone calls --
0352	Donald Trump	No, no.
0353	Donald Trump	Two reasons.
0354	Brian Kilmeade	Okay.
0355	Donald Trump	For corruption because it's known.
0356	Donald Trump	I want to make sure the money is going to be spent properly.
0357	Donald Trump	But there's another reason that is maybe to me the most important.
0358	Brian Kilmeade	Which is?
0359	Donald Trump	Why isn't Germany, France, the European Union, why aren't all those countries in Europe, why aren't they paying?
0360	Donald Trump	Why is it always the United States, the sucker?
0361	Donald Trump	I got elected on that.
0362	Brian Kilmeade	But they do give aid.
0363	Donald Trump	They --
0364	Brian Kilmeade	They do give aid.
0365	Brian Kilmeade	We give more.
0366	Brian Kilmeade	We always have.
0367	Brian Kilmeade	But, Mr. President, you decide to say Rudy Giuliani, a longtime friend, mayor and prosecutor, you send him into the Ukraine.
0368	Brian Kilmeade	I want you to hear with Ambassador Sondland said, and it's been pretty consistent among State Department workers.
0369	Brian Kilmeade	It seems like Rudy Giuliani was getting under a lot of people's skin.
0370	Brian Kilmeade	I want you to listen to what he said.
0371	Donald Trump	Through the --
0372	Brian Kilmeade	I want you here.
0373	Brian Kilmeade	Listen.
0374	Brian Kilmeade	I've known for a long time, too.
0375	Brian Kilmeade	Let's listen.
0376	Gordon Sondland	[Begin Video Clip] Secretary Perry, Ambassador Volker, and I worked with Mr. Rudy Giuliani on Ukraine matters at the express direction of the president of the United States.
0377	Gordon Sondland	We did not want to work with Mr. Giuliani.
0378	Gordon Sondland	We all understood that if we refused to work with Mr. Giuliani, we would lose a very important opportunity to cement relations between the United States and Ukraine.
0379	Gordon Sondland	[End Video Clip]
0380	Brian Kilmeade	So why was it necessary to put Rudy in the middle of the Ukraine, a country he knew little about, as opposed to let the people do their jobs there and just give given the same mission?
0381	Donald Trump	Okay.
0382	Donald Trump	First of all, Volker, I don't know him.
0383	Donald Trump	Don't know him.
0384	Donald Trump	But this guy, Sondland, hardly know him.
0385	Donald Trump	I've had a couple of conversations with him.
0386	Donald Trump	I see him hanging around, you know, when I go to Europe.
0387	Donald Trump	But he was really the European Union ambassador, and all of a sudden he's working on this, and, you know, ask about that.
0388	Donald Trump	Rick Perry, I know very well.
0389	Donald Trump	Frankly, I'd like Rick to make a statement, and Rick would make a statement.
0390	Donald Trump	He's a great guy.
0391	Donald Trump	I think he already made a statement.
0392	Donald Trump	Great guy.
0393	Donald Trump	Rudy is a great crime fighter.
0394	Donald Trump	Rudy is the best mayor in the history of New York City.
0395	Donald Trump	Rudy Giuliani is a very legendary figure in our country.
0396	Donald Trump	Rudy was a U.S. attorney.
0397	Donald Trump	He also worked at the Justice Department.
0398	Donald Trump	Believe me, this kind of crap wouldn't have happened in the Justice Department if Rudy Giuliani was the attorney general, just like I believe Bill Barr will straighten it out and straighten it out for good.
0399	Donald Trump	But Rudy Giuliani was one of the great crime fighters of all time.
0400	Donald Trump	He's also a friend of mine.
0401	Donald Trump	He's a great person.
0402	Donald Trump	He's like an iconic figure in this country for two reasons.
0403	Donald Trump	He was the greatest mayor in the history of New York, and he was the greatest crime fighter, probably, in the last 50 years.
0404	Donald Trump	When you're dealing with a corrupt country, if Rudy Giuliani's -- he's got credentials because of his reputation.
0405	Donald Trump	When Rudy Giuliani goes there, and you hear it's a corrupt country, I mean, it means a lot.
0406	Donald Trump	It's mean a lot.
0407	Donald Trump	But two of his sources are indicted on -- are right now in jail.
0408	Donald Trump	Those are two of his sources, and one of his other sources is looked at as a corrupt figure.
0409	Donald Trump	So in the end, it seems like you had this.
0410	Donald Trump	You had State Department and Rudy Giuliani working against each other.
0411	Donald Trump	And then the accusation comes in that your ambassador is being tarnished by Rudy Giuliani.
0412	Donald Trump	Look, the ambassador, the woman, she wouldn't even put up -- she's an Obama person, you know.
0413	Donald Trump	But I said, "Why are you being so kind?"
0414	Donald Trump	Well, sir, she's a woman.
0415	Donald Trump	We have to be nice.
0416	Donald Trump	She's very tough.
0417	Donald Trump	I've heard bad things.
0418	Donald Trump	And by the way, when I was talking to President Zelensky, it's right on the phone.
0419	Donald Trump	You can read it.
0420	Donald Trump	He didn't like her.
0421	Donald Trump	He brought up her name, and he didn't like her at all.
0422	Donald Trump	How do you have an ambassador when the president, the new president, does not?
0423	Donald Trump	Because she was so wedded in.
0424	Donald Trump	And don't forget, Ukraine hated me.
0425	Donald Trump	They were after me in the election.
0426	Donald Trump	They wanted Hillary Clinton to win.
0427	Donald Trump	And when I won, all of a sudden they became so nice.
0428	Donald Trump	They were doing -- they had to make up -- there many articles where they had to, you know, get to be friendly, you know, because we're like a gravy train for them, okay?
0429	Donald Trump	We're like their gravy train.
0430	Donald Trump	So they were totally in favor of Hillary Clinton.
0431	Donald Trump	But this ambassador that, you know, everybody says is so wonderful?
0432	Donald Trump	She wouldn't hang my picture in the embassy.
0433	Donald Trump	Okay?
0434	Donald Trump	She's in charge of the embassy.
0435	Donald Trump	She wouldn't hang it.
0436	Donald Trump	It took like a year and a half or two years for her to get the picture up.
0437	Donald Trump	She said bad things about me.
0438	Donald Trump	She wouldn't defend me.
0439	Donald Trump	And I have the right to change an Ambassador.
0440	Donald Trump	And Rudy didn't say good things, but he wasn't crazy about it.
0441	Donald Trump	You know, it wasn't like a major topic.
0442	Donald Trump	But I have the right to change.
0443	Donald Trump	This was an Obama person -- didn't want to hang my picture in the embassy.
0444	Donald Trump	Standard is you put the president of the United States pictured at an embassy.
0445	Donald Trump	This was not an angel, this woman, okay?
0446	Donald Trump	And there are a lot of things that she did that I didn't like.
0447	Donald Trump	And we will talk about that at some time.
0448	Donald Trump	But I just want to let you know, this was not a baby that we're dealing with.
0449	Ainsley Earhardt	There was one woman who was in all of these testimonies this week who was sticking up for you, Congresswoman Elise Stefanik.
0450	Ainsley Earhardt	She was asking questions, doing her job.
0451	Ainsley Earhardt	She said her constituents want to get to the bottom of what happened with the Bidens and that investigation.
0452	Ainsley Earhardt	She questioned Tim Morrison and Kurt Volker on Capitol Hill.
0453	Ainsley Earhardt	Listen to this.
0454	Donald Trump	Okay.
0455	Elise Stefanik	[Begin Video Clip] But the truth is, the facts are indeed not complicated.
0456	Elise Stefanik	And I'm going to close out with two questions for the both of you.
0457	Elise Stefanik	Did Ukraine open investigation into the Biden's?
0458	Elise Stefanik	Mr. Morrison.
0459	Tim Morrison	Not to my knowledge, ma'am.
0460	Elise Stefanik	Ambassador Volker.
0461	Kurt Volker	Not to my knowledge, either.
0462	Elise Stefanik	Did either of you ever have any evidence of quid pro quo?
0463	Elise Stefanik	Mr. Morrison.
0464	Tim Morrison	No, ma'am.
0465	Elise Stefanik	Ambassador Volker.
0466	Kurt Volker	I did not.
0467	Elise Stefanik	Any evidence of bribery?
0468	Tim Morrison	No, ma'am.
0469	Kurt Volker	No, ma'am.
0470	Kurt Volker	[End Video Clip]
0471	Ainsley Earhardt	She's been racked over the coals for that.
0472	Ainsley Earhardt	Kellyanne Conway's husband was one of the ones that called her trash.
0473	Donald Trump	So I'll tell you, first of all, she's become a star.
0474	Donald Trump	You know, every time you do something, you have guys like Jim Jordan and Meadows, or all these guys, they've been around and they're stars, but they've been stars.
0475	Donald Trump	Every once in a while you meet a new star.
0476	Donald Trump	I know a lot about stardom.
0477	Donald Trump	I know a lot about it.
0478	Donald Trump	I've made plenty of them.
0479	Donald Trump	But I'll tell you what, this young woman from upstate New York, she has become a star.
0480	Donald Trump	Her way -- you know, you can never define exactly what it is.
0481	Donald Trump	You understand that you're a star.
0482	Donald Trump	Okay?
0483	Donald Trump	Why?
0484	Donald Trump	Who the hell knows?
0485	Donald Trump	But you're a star.
0486	Donald Trump	There aren't many of them.
0487	Donald Trump	But what happens is she has become a star.
0488	Donald Trump	Her mannerism, her way of talking, her --
0489	Brian Kilmeade	She's direct.
0490	Brian Kilmeade	Right to the point.
0491	Donald Trump	No.
0492	Donald Trump	It's just the whole thing.
0493	Donald Trump	It just works.
0494	Donald Trump	She's a tremendous person.
0495	Donald Trump	She was fantastic during the hearings.
0496	Donald Trump	Turner, every -- so many people there were so great.
0497	Donald Trump	But you know what?
0498	Donald Trump	The bottom line is all of those witnesses, they're all shifty Schiff, don't forget.
0499	Donald Trump	There was no due process.
0500	Donald Trump	You can't have lawyers.
0501	Donald Trump	We couldn't have any witnesses.
0502	Donald Trump	We want to call the whistleblower.
0503	Donald Trump	But, you know, who I want as the first witness?
0504	Donald Trump	Because, frankly, I want a trial.
0505	Donald Trump	You know, I could -- think I can have it.
0506	Brian Kilmeade	You want to a trial?
0507	Donald Trump	Oh, I would look -- number one.
0508	Donald Trump	They should never, ever impeach.
