,tweet_ids,tweet_encodings
46,20160112_Obama_state_of_the_union_0145,"[ 0.06833584  0.04939812  0.02942583 ...  0.04725954  0.03862181
 -0.02252752]"
47,20160112_Obama_state_of_the_union_0071,"[-0.00318696  0.03666614 -0.04762413 ... -0.03267087 -0.04022424
 -0.01591267]"
48,20160112_Obama_state_of_the_union_0072,"[ 0.04698732  0.02511969 -0.0450762  ... -0.00750007 -0.0331419
  0.03921022]"
49,20160112_Obama_state_of_the_union_0073,"[ 0.01961202  0.0194017  -0.05514972 ... -0.02885879  0.02122991
  0.02562698]"
50,20160115_GOP_charlston_0192,"[-0.00509279 -0.01328528 -0.01103741 ...  0.00614991 -0.03840454
  0.02600261]"
51,20160115_GOP_charlston_0192,"[-0.00509279 -0.01328528 -0.01103741 ...  0.00614991 -0.03840454
  0.02600261]"
52,20160115_GOP_charlston_0195,"[-0.00474478 -0.03232848 -0.00488742 ...  0.00586116 -0.02936939
  0.03114797]"
53,20160115_GOP_charlston_0196,"[-0.01413576 -0.00134442 -0.00733569 ... -0.02239601  0.00769526
  0.01784569]"
54,20160115_GOP_charlston_0197,"[ 0.04100461  0.02546667  0.01200782 ... -0.01238571  0.02677419
  0.03304053]"
55,20160115_GOP_charlston_0195,"[-0.00474478 -0.03232848 -0.00488742 ...  0.00586116 -0.02936939
  0.03114797]"
56,20160115_GOP_charlston_0196,"[-0.01413576 -0.00134442 -0.00733569 ... -0.02239601  0.00769526
  0.01784569]"
57,20160115_GOP_charlston_0197,"[ 0.04100461  0.02546667  0.01200782 ... -0.01238571  0.02677419
  0.03304053]"
58,20160115_GOP_charlston_0473,"[ 0.00239319 -0.02923718 -0.00606726 ... -0.02714067 -0.01884762
 -0.03396847]"
59,20160115_GOP_charlston_0138,"[-0.01102125 -0.0245325   0.00266685 ... -0.01305763  0.04349082
 -0.00514222]"
60,20160115_GOP_charlston_0139,"[-0.03786086  0.01660991  0.02751301 ...  0.03894717  0.04634951
 -0.05463533]"
61,20160115_GOP_charlston_0740,"[ 0.04137963 -0.00133331  0.03043156 ...  0.03614456  0.01515661
 -0.0209803 ]"
62,20160115_GOP_charlston_0047,"[ 0.00460926  0.03820689 -0.04708198 ...  0.03276847 -0.03328
  0.02554587]"
63,20160115_GOP_charlston_0048,"[-0.02332761  0.04443846 -0.03587519 ...  0.00984507 -0.04237327
 -0.02459275]"
64,20160115_GOP_charlston_0049,"[ 0.02811451  0.02218909 -0.04446991 ... -0.0144675  -0.02399608
 -0.03693197]"
65,20160115_GOP_charlston_1591,"[ 0.04669561  0.05963004 -0.02922847 ...  0.0432319   0.01797228
  0.00555093]"
66,20160115_GOP_charlston_1616,"[ 0.03486193  0.05167666 -0.02749898 ...  0.02708969 -0.02543374
  0.02529698]"
67,20160115_GOP_charlston_1579,"[ 0.01339579  0.01715662 -0.06035088 ...  0.01579048  0.01220574
  0.00382005]"
68,20160115_GOP_charlston_1579,"[ 0.01339579  0.01715662 -0.06035088 ...  0.01579048  0.01220574
  0.00382005]"
69,20160117_democrats_charlston_0413,"[ 0.03296005  0.04318541 -0.02104531 ...  0.05814392 -0.0185391
  0.03292181]"
70,20160117_democrats_charlston_0414,"[-0.0118316   0.03750164 -0.02505372 ...  0.04746686 -0.00078462
  0.03324767]"
71,20160117_democrats_charlston_0129,"[-0.00063695  0.03372721 -0.04604441 ...  0.01937122 -0.02816395
  0.0413904 ]"
72,20160117_democrats_charlston_0122,"[-0.01367867 -0.04497948 -0.01636889 ...  0.03118729 -0.02535722
 -0.04068516]"
73,20160117_democrats_charlston_0994,"[ 0.0069377   0.04293214 -0.05685373 ...  0.02410967 -0.01761162
  0.00238956]"
74,20160117_democrats_charlston_0995,"[ 0.04440807 -0.00566498 -0.04810832 ...  0.04726333  0.01225781
  0.03305627]"
75,20160204_democrats_new_hampshire_0623,"[-0.00347786  0.04366367  0.01423975 ...  0.00483884 -0.02699202
  0.02947243]"
76,20160204_democrats_new_hampshire_0024,"[ 0.01021963  0.03643579  0.00358601 ... -0.01001952  0.01211596
  0.00612622]"
77,20160204_democrats_new_hampshire_1062,"[-0.01257941  0.00248428  0.01663017 ...  0.00812225 -0.01094662
  0.02040396]"
78,20160204_democrats_new_hampshire_1032,"[ 0.04035484 -0.01338081 -0.01934391 ... -0.02952204 -0.03953231
  0.01311074]"
79,20160204_democrats_new_hampshire_1032,"[ 0.04035484 -0.01338081 -0.01934391 ... -0.02952204 -0.03953231
  0.01311074]"
80,20160211_democrats_milwuakee_0052,"[ 0.0068181   0.03641057 -0.03716785 ...  0.02610315 -0.01736329
 -0.03840912]"
81,20160211_democrats_milwuakee_0097,"[ 0.03250178  0.04741566  0.03430765 ...  0.05677993 -0.02028482
  0.00199321]"
82,20160211_democrats_milwuakee_0332,"[-0.00427528 -0.02960899  0.00298512 ... -0.02783346 -0.0115012
 -0.00159276]"
83,20160211_democrats_milwuakee_0909,"[-0.005066   -0.00195723  0.02565633 ...  0.04437948 -0.02040613
 -0.05366695]"
84,20160213_GOP_greenville_0210,"[ 0.04078246  0.02616079 -0.03481924 ...  0.04393402 -0.00072386
  0.01010162]"
85,20160213_GOP_greenville_0210,"[ 0.04078246  0.02616079 -0.03481924 ...  0.04393402 -0.00072386
  0.01010162]"
86,20160213_GOP_greenville_0212,"[ 0.02648378  0.04029714 -0.01974805 ...  0.03248252 -0.01045812
 -0.01560043]"
87,20160213_GOP_greenville_0216,"[ 0.03313167 -0.01963544  0.02884528 ... -0.00397997 -0.04141225
  0.05196264]"
88,20160213_GOP_greenville_1002,"[ 0.02588232 -0.05051252 -0.00253519 ...  0.03181495  0.00782547
  0.00574432]"
89,20160213_GOP_greenville_1528,"[ 0.03996996  0.03540656 -0.02512767 ... -0.02853509  0.01353093
 -0.00588121]"
90,20160225_GOP_texas_1801,"[ 0.04719175 -0.0532862  -0.03223236 ... -0.02545473 -0.0053815
  0.03547048]"
91,20160225_GOP_texas_1172,"[-0.04073908  0.05137838 -0.00304789 ... -0.03815662 -0.01115894
 -0.03874831]"
92,20160225_GOP_texas_1173,"[-0.02729569  0.01513074  0.02788711 ... -0.02017742  0.01803404
  0.01855245]"
93,20160225_GOP_texas_0120,"[ 0.02158422 -0.00629932 -0.01260777 ...  0.03474132 -0.01947912
 -0.00150637]"
94,20160225_GOP_texas_0121,"[-0.02723426  0.05511963 -0.03836534 ... -0.03607166  0.04422996
 -0.04394237]"
95,20160225_GOP_texas_0962,"[ 0.04145149  0.02312962  0.01876162 ... -0.00337467 -0.00634498
  0.00548171]"
96,20160225_GOP_texas_0963,"[ 0.00521772 -0.0234461   0.00564528 ... -0.01608088 -0.0328852
 -0.02504653]"
97,20160225_GOP_texas_0964,"[ 0.04248272  0.01245635 -0.00175928 ...  0.02027191  0.0050428
 -0.01200263]"
98,20160303_GOP_michigan_0237,"[ 0.01214879  0.01474288  0.00048978 ... -0.00652412  0.04576407
  0.02308339]"
99,20160303_GOP_michigan_0418,"[ 0.00083237  0.0456261   0.00528312 ...  0.04015346  0.01732175
 -0.02297467]"
100,20160303_GOP_michigan_1158,"[ 0.02456906 -0.02622577 -0.01600702 ... -0.02744659 -0.05962895
  0.00455919]"
101,20160303_GOP_michigan_0574,"[-0.03148284  0.00592853 -0.02978241 ... -0.00837376 -0.01031256
 -0.02978531]"
102,20160303_GOP_michigan_0575,"[ 0.00322642 -0.02218503  0.03179563 ...  0.00339127 -0.01759327
 -0.02187987]"
103,20160303_GOP_michigan_0940,"[-0.01069435 -0.02575436 -0.01443692 ...  0.04862471 -0.01652602
  0.03644699]"
104,20160303_GOP_michigan_0940,"[-0.01069435 -0.02575436 -0.01443692 ...  0.04862471 -0.01652602
  0.03644699]"
105,20160309_democrats_miami_0110,"[ 0.01939228 -0.02428616 -0.00114107 ... -0.04049889 -0.03471434
 -0.01460507]"
106,20160309_democrats_miami_0241,"[-0.03426076  0.02744496 -0.060558   ...  0.02359106 -0.00847026
 -0.03733797]"
107,20160309_democrats_miami_0245,"[ 0.04426933 -0.00861792 -0.05212857 ...  0.04058508  0.03296511
 -0.02155423]"
108,20160309_democrats_miami_0778,"[ 0.03598089  0.01547698 -0.04839725 ... -0.00363428 -0.03949585
 -0.02156806]"
109,20160309_democrats_miami_0784,"[ 0.01114109  0.03116824 -0.0324582  ...  0.00633546  0.01998789
  0.01954892]"
110,20160309_democrats_miami_0784,"[ 0.01114109  0.03116824 -0.0324582  ...  0.00633546  0.01998789
  0.01954892]"
111,20160309_democrats_miami_0939,"[ 0.00040413  0.05553546 -0.02818677 ...  0.02694751 -0.01583935
 -0.04684043]"
112,20160311_GOP_miami_0844,"[-0.04312123  0.03780762 -0.03915578 ... -0.02512573 -0.05337989
 -0.00497439]"
113,20160311_GOP_miami_0149,"[ 0.03067341  0.05218617 -0.05469478 ...  0.00220804  0.00708306
  0.02779733]"
114,20160329_kasich_milwuakee_0029,"[ 0.02718382  0.02642959 -0.0226862  ... -0.04425473  0.00155991
  0.04971894]"
115,20160329_kasich_milwuakee_0259,"[-0.004103    0.02371048 -0.01960867 ... -0.02778292 -0.01920248
 -0.01360763]"
116,20160331_Cruz_Miluakee_0100,"[-0.05717768  0.03175383 -0.00066923 ...  0.03153644 -0.04328809
 -0.05344941]"
117,20160331_Cruz_Miluakee_0173,"[ 0.00300076  0.00325123 -0.00824435 ...  0.00235777 -0.05483865
 -0.02798709]"
118,20160401_Trump_Milwaukee_0653,"[-0.02099046 -0.03425714 -0.00412365 ... -0.0161643   0.03629287
 -0.02889473]"
119,20160401_Trump_Milwaukee_0334,"[-0.00168578 -0.00060053  0.03882553 ... -0.03693027 -0.03916156
  0.01199443]"
120,20160401_Trump_Milwaukee_0812,"[ 0.02436384  0.0334453   0.04192324 ...  0.01368746  0.0114715
 -0.04913138]"
121,20160401_Trump_Milwaukee_0052,"[ 0.01644368 -0.02837935  0.02436362 ...  0.02429654 -0.0321883
  0.03057008]"
122,20160404_Hillary_meet_the_press_0153,"[ 0.01022762  0.04411221 -0.00156996 ...  0.03321413  0.00486075
  0.00938948]"
123,20160404_Hillary_meet_the_press_0174,"[ 0.04065166 -0.0360405   0.04258723 ... -0.0169301   0.0112293
  0.00784126]"
124,20160415_NY_democratic_debate_0541,"[-0.01545968  0.00288897  0.00447019 ... -0.01598543 -0.02425004
  0.00777957]"
125,20160415_NY_democratic_debate_0300,"[ 0.01404946  0.01442169 -0.0338769  ...  0.01353143  0.03899913
 -0.01320473]"
126,20160415_NY_democratic_debate_0557,"[ 0.00980993  0.0515888  -0.03586788 ... -0.0065915   0.01146151
  0.00684909]"
127,20160415_NY_democratic_debate_1183,"[ 0.0453996   0.03691689  0.00285798 ...  0.02315538  0.0229795
 -0.04407145]"
128,20160415_NY_democratic_debate_0433,"[ 0.0019151   0.01888591  0.03207206 ... -0.00232366  0.01761281
  0.00599804]"
129,20160415_NY_democratic_debate_0434,"[ 0.00762259  0.02606625  0.00475035 ...  0.00206404 -0.00057302
 -0.02065655]"
130,20160415_NY_democratic_debate_1295,"[ 0.0121097   0.06471875 -0.05255973 ... -0.0194777   0.00090122
  0.03255056]"
131,20160417_meet_the_press_0059,"[ 0.00511551 -0.0061232  -0.0321481  ... -0.00880345  0.01183707
  0.00757708]"
132,20160424_meet_the_press_0384,"[-0.02169051  0.02051463 -0.05740323 ... -0.01618504  0.04650448
 -0.02254345]"
133,20160508_Trump_meet_the_press_0366,"[-0.00991233  0.04613361 -0.02545142 ...  0.0140459   0.01453687
  0.02498202]"
134,20160508_Trump_meet_the_press_0375,"[-0.00111022  0.00160128  0.01833262 ...  0.03409936  0.01536504
  0.02057642]"
135,20160508_Trump_meet_the_press_0375,"[-0.00111022  0.00160128  0.01833262 ...  0.03409936  0.01536504
  0.02057642]"
136,20160508_Trump_meet_the_press_0395,"[-0.01443238 -0.00618832  0.01015277 ...  0.0293047   0.00093712
  0.03576458]"
137,20160508_Trump_meet_the_press_0394,"[-0.00250107  0.01011921 -0.00569544 ...  0.04322737  0.01209985
 -0.00523927]"
138,20160508_Trump_meet_the_press_0394,"[-0.00250107  0.01011921 -0.00569544 ...  0.04322737  0.01209985
 -0.00523927]"
139,20160529_Sanders_MeetThePress_0184,"[ 0.00702557  0.00204334 -0.02217021 ...  0.01208658  0.01895732
  0.0307794 ]"
140,20160529_Sanders_MeetThePress_0179,"[-0.0302593  -0.0302873   0.00080246 ... -0.04921514 -0.00763379
  0.02364002]"
141,20160529_Sanders_MeetThePress_0181,"[-0.00997872  0.01499294  0.03874245 ...  0.01258498  0.01471358
 -0.00329636]"
142,20160529_Sanders_MeetThePress_0182,"[-0.01105359  0.0240907  -0.01215639 ...  0.05505064  0.02495259
  0.02902145]"
143,20160529_Sanders_MeetThePress_0185,"[-0.00198175  0.02236001  0.00243266 ... -0.05802454 -0.00533422
 -0.0204691 ]"
144,20160622_Trump_NY_Soho_0022,"[-0.02310557 -0.002231   -0.01907299 ... -0.02985512 -0.00189974
 -0.02047029]"
145,20160622_Trump_NY_Soho_0022,"[-0.02310557 -0.002231   -0.01907299 ... -0.02985512 -0.00189974
 -0.02047029]"
146,20160622_Trump_NY_Soho_0061,"[ 0.01615886  0.00549075 -0.04749456 ... -0.04428648 -0.00980805
  0.01721385]"
147,20160622_Trump_NY_Soho_0061,"[ 0.01615886  0.00549075 -0.04749456 ... -0.04428648 -0.00980805
  0.01721385]"
148,20160622_Trump_NY_Soho_0062,"[ 0.0358113   0.02467325 -0.03993972 ... -0.00522646 -0.03420148
 -0.02452461]"
149,20160622_Trump_NY_Soho_0062,"[ 0.0358113   0.02467325 -0.03993972 ... -0.00522646 -0.03420148
 -0.02452461]"
150,20160622_Trump_NY_Soho_0064,"[ 0.02765585  0.01539555 -0.05391936 ...  0.00046969 -0.02311013
  0.01168667]"
151,20160622_Trump_NY_Soho_0065,"[-0.00787361 -0.00690096 -0.05854033 ... -0.01095638  0.00868076
 -0.00526074]"
152,20160622_Trump_NY_Soho_0073,"[ 0.02490906  0.02273454  0.00826053 ...  0.02701131 -0.03007015
  0.02845812]"
153,20160622_Trump_NY_Soho_0074,"[ 0.01817753 -0.00977499  0.02605582 ...  0.03793924  0.04497171
 -0.01540771]"
154,20160622_Trump_NY_Soho_0074,"[ 0.01817753 -0.00977499  0.02605582 ...  0.03793924  0.04497171
 -0.01540771]"
155,20160622_Trump_NY_Soho_0084,"[-0.04183387  0.01016518 -0.0483694  ... -0.00185627 -0.02734997
 -0.01986713]"
156,20160622_Trump_NY_Soho_0085,"[-0.01643082 -0.04922571  0.00659812 ...  0.01839325 -0.02136648
  0.0077019 ]"
157,20160622_Trump_NY_Soho_0086,"[-0.00587803  0.02542274 -0.0398333  ... -0.01812004  0.02826836
 -0.03185751]"
158,20160622_Trump_NY_Soho_0108,"[-0.01860273  0.03397854 -0.02185361 ... -0.02726285  0.00014629
  0.01460101]"
159,20160622_Trump_NY_Soho_0108,"[-0.01860273  0.03397854 -0.02185361 ... -0.02726285  0.00014629
  0.01460101]"
160,20160622_Trump_NY_Soho_0113,"[-0.01725102  0.0325677   0.02281392 ... -0.00562311 -0.02244936
  0.01855021]"
161,20160622_Trump_NY_Soho_0114,[0.01495739 0.00269747 0.00380573 ... 0.01379418 0.02995533 0.05014274]
162,20160622_Trump_NY_Soho_0115,"[ 0.02718882  0.01214942 -0.03160217 ...  0.04093081  0.02851777
  0.01547812]"
163,20160622_Trump_NY_Soho_0130,"[ 0.00291375  0.04403822 -0.04638854 ... -0.01720707 -0.01608009
 -0.0134516 ]"
164,20160622_Trump_NY_Soho_0131,"[-0.00650781  0.01542683 -0.04043644 ... -0.0323131   0.00656284
  0.01571356]"
165,20160622_Trump_NY_Soho_0141,"[-0.00016311 -0.01079895 -0.03047176 ... -0.01930872  0.03388268
  0.00272184]"
166,20160622_Trump_NY_Soho_0151,"[ 0.00760261  0.00855494 -0.04046673 ...  0.02704518  0.01265157
  0.002853  ]"
167,20160622_Trump_NY_Soho_0157,"[-0.02284352 -0.02336015  0.020638   ...  0.00865446  0.03432278
  0.03890251]"
168,20160622_Trump_NY_Soho_0157,"[-0.02284352 -0.02336015  0.020638   ...  0.00865446  0.03432278
  0.03890251]"
169,20160622_Trump_NY_Soho_0179,"[ 0.0412116   0.03151495 -0.01947949 ... -0.0366108  -0.02913343
  0.035031  ]"
170,20160622_Trump_NY_Soho_0179,"[ 0.0412116   0.03151495 -0.01947949 ... -0.0366108  -0.02913343
  0.035031  ]"
171,20160622_Trump_NY_Soho_0183,"[-0.0014872   0.04487437  0.01965676 ... -0.00072545 -0.0538867
 -0.02638555]"
172,20160721_Trump_draft_RNC_0020,"[-0.00555173 -0.01305668 -0.03021117 ... -0.00598928 -0.04707931
 -0.01752118]"
173,20160721_Trump_draft_RNC_0021,"[ 0.00138281  0.0333968   0.00241629 ...  0.04904427 -0.02489228
  0.02734518]"
174,20160721_Trump_draft_RNC_0022,"[ 0.02011234  0.04315351 -0.01326432 ...  0.00927152 -0.03013666
 -0.01832367]"
175,20160721_Trump_draft_RNC_0029,"[ 0.01748988  0.01182596 -0.02852525 ...  0.02864101  0.00423202
  0.04763048]"
176,20160721_Trump_draft_RNC_0040,"[ 0.02216453  0.01947039 -0.02314267 ...  0.03373422  0.01819803
  0.00020071]"
177,20160721_Trump_draft_RNC_0047,"[-0.00523021 -0.05255435 -0.04030271 ...  0.02761066  0.005048
  0.0196736 ]"
178,20160721_Trump_draft_RNC_0043,"[ 4.4052985e-02  5.0524220e-02 -3.6422438e-03 ...  1.8020146e-02
  9.0365596e-03 -4.0094401e-05]"
179,20160721_Trump_draft_RNC_0187,"[ 0.0180991   0.01806882 -0.05329501 ... -0.0026927  -0.01991469
 -0.03805481]"
180,20160721_Trump_draft_RNC_0187,"[ 0.0180991   0.01806882 -0.05329501 ... -0.0026927  -0.01991469
 -0.03805481]"
181,20160721_Trump_draft_RNC_0160,"[-0.00507056  0.03091245 -0.04905905 ...  0.05065455  0.03662427
  0.0523167 ]"
182,20160721_Trump_draft_RNC_0058,"[ 0.00876039  0.00109553 -0.05612865 ... -0.04432971  0.02025635
 -0.03031221]"
183,20160721_Trump_draft_RNC_0148,"[-0.02812546  0.02776479  0.02837946 ...  0.03191781 -0.01875977
  0.04158068]"
184,20160721_Trump_draft_RNC_0149,"[-0.01269608 -0.01707183 -0.02488721 ...  0.00780946  0.00279382
  0.03647584]"
185,20160721_Trump_draft_RNC_0205,"[-0.02995402  0.03857788 -0.03731406 ...  0.00444829 -0.02773559
  0.0153783 ]"
186,20160721_Trump_draft_RNC_0206,"[-0.04764504 -0.01319575 -0.04111699 ...  0.01419726  0.00273782
  0.02222438]"
187,20160721_Trump_draft_RNC_0207,"[-0.00399008  0.00191772 -0.03306191 ...  0.03187452 -0.01024293
  0.01257895]"
188,20160721_Trump_draft_RNC_0207,"[-0.00399008  0.00191772 -0.03306191 ...  0.03187452 -0.01024293
  0.01257895]"
189,20160721_Trump_draft_RNC_0230,"[-0.00371619  0.03458972 -0.02204616 ... -0.0059112   0.05130928
  0.03305743]"
190,20160721_Trump_draft_RNC_0042,"[-0.04056969  0.0247628  -0.05651785 ...  0.0123403  -0.01293181
 -0.04642041]"
191,20160721_Trump_draft_RNC_0234,"[-0.00516715  0.04779048  0.01746648 ... -0.03083594  0.03225253
 -0.0521144 ]"
192,20160721_Trump_draft_RNC_0028,"[ 0.02850593 -0.006435   -0.02578586 ...  0.039005    0.01853756
  0.04263387]"
193,20160901_Trump_immigration_Phoenix_0063,"[ 0.00859939 -0.01015154 -0.04019521 ...  0.01699667  0.01922681
  0.01090975]"
194,20160901_Trump_immigration_Phoenix_0048,"[ 0.05083669 -0.00182177 -0.05237499 ...  0.05201571 -0.00110159
  0.05792496]"
195,20160901_Trump_immigration_Phoenix_0043,"[ 0.04647696  0.01119221 -0.02623054 ...  0.04095111  0.00373046
  0.02116999]"
196,20160901_Trump_immigration_Phoenix_0061,"[ 0.03111228 -0.03397061  0.0112994  ...  0.01101794  0.01302225
 -0.02246955]"
197,20160901_Trump_immigration_Phoenix_0061,"[ 0.03111228 -0.03397061  0.0112994  ...  0.01101794  0.01302225
 -0.02246955]"
198,20160901_Trump_immigration_Phoenix_0061,"[ 0.03111228 -0.03397061  0.0112994  ...  0.01101794  0.01302225
 -0.02246955]"
199,20160901_Trump_immigration_Phoenix_0124,"[ 0.03104116  0.02698806 -0.04544061 ...  0.04044464  0.04440748
  0.0467198 ]"
200,20160901_Trump_immigration_Phoenix_0082,"[-0.01420612 -0.0322325  -0.05405264 ...  0.03500779 -0.00041886
 -0.04519545]"
201,20160901_Trump_immigration_Phoenix_0052,"[ 0.03666113 -0.01214235 -0.0064343  ...  0.03829627 -0.00868717
  0.04029844]"
202,20160901_Trump_immigration_Phoenix_0135,"[ 0.04002681 -0.02665511 -0.00339616 ...  0.02359093  0.00086891
  0.03242829]"
203,20160907_NBC_commander_in_chief_forum_0073,"[-0.00929778  0.022312   -0.05417242 ... -0.01164276 -0.02456969
 -0.03893152]"
204,20160907_NBC_commander_in_chief_forum_0165,"[ 0.03167097 -0.01060309 -0.01660592 ... -0.01717934 -0.02940302
 -0.00895521]"
205,20160907_NBC_commander_in_chief_forum_0221,"[ 0.03130662  0.01628698  0.00482839 ... -0.01538888  0.02043713
  0.02642287]"
206,20160907_NBC_commander_in_chief_forum_0240,[0.03543264 0.05646487 0.01677344 ... 0.04862825 0.01147331 0.01543198]
207,20160907_NBC_commander_in_chief_forum_0241,"[-0.02450929  0.0123216   0.03120855 ... -0.01286735 -0.01531542
  0.03379248]"
208,20160907_NBC_commander_in_chief_forum_0358,"[ 0.05556679  0.05321781 -0.04782017 ... -0.0356705  -0.0295982
  0.02659398]"
