,input_claim_ids,used_words_and_synonyms
80,20160211_democrats_milwuakee_0052,10
81,20160211_democrats_milwuakee_0097,16
82,20160211_democrats_milwuakee_0332,22
83,20160211_democrats_milwuakee_0909,7
84,20160213_GOP_greenville_0210,21
85,20160213_GOP_greenville_0210,21
86,20160213_GOP_greenville_0212,8
87,20160213_GOP_greenville_0216,22
88,20160213_GOP_greenville_1002,12
89,20160213_GOP_greenville_1528,27
90,20160225_GOP_texas_1801,9
91,20160225_GOP_texas_1172,20
92,20160225_GOP_texas_1173,40
93,20160225_GOP_texas_0120,44
94,20160225_GOP_texas_0121,9
95,20160225_GOP_texas_0962,12
96,20160225_GOP_texas_0963,37
97,20160225_GOP_texas_0964,13
98,20160303_GOP_michigan_0237,30
99,20160303_GOP_michigan_0418,16
100,20160303_GOP_michigan_1158,17
101,20160303_GOP_michigan_0574,18
102,20160303_GOP_michigan_0575,3
103,20160303_GOP_michigan_0940,72
104,20160303_GOP_michigan_0940,72
105,20160309_democrats_miami_0110,26
106,20160309_democrats_miami_0241,59
107,20160309_democrats_miami_0245,17
108,20160309_democrats_miami_0778,24
109,20160309_democrats_miami_0784,13
110,20160309_democrats_miami_0784,13
111,20160309_democrats_miami_0939,22
112,20160311_GOP_miami_0844,17
113,20160311_GOP_miami_0149,16
114,20160329_kasich_milwuakee_0029,21
115,20160329_kasich_milwuakee_0259,14
116,20160331_Cruz_Miluakee_0100,31
117,20160331_Cruz_Miluakee_0173,37
118,20160401_Trump_Milwaukee_0653,12
119,20160401_Trump_Milwaukee_0334,33
120,20160401_Trump_Milwaukee_0812,33
121,20160401_Trump_Milwaukee_0052,27
122,20160404_Hillary_meet_the_press_0153,31
123,20160404_Hillary_meet_the_press_0174,24
124,20160415_NY_democratic_debate_0541,22
125,20160415_NY_democratic_debate_0300,16
126,20160415_NY_democratic_debate_0557,44
127,20160415_NY_democratic_debate_1183,7
128,20160415_NY_democratic_debate_0433,26
129,20160415_NY_democratic_debate_0434,11
130,20160415_NY_democratic_debate_1295,25
131,20160417_meet_the_press_0059,76
132,20160424_meet_the_press_0384,9
133,20160508_Trump_meet_the_press_0366,19
134,20160508_Trump_meet_the_press_0375,13
135,20160508_Trump_meet_the_press_0375,13
136,20160508_Trump_meet_the_press_0395,12
137,20160508_Trump_meet_the_press_0394,10
138,20160508_Trump_meet_the_press_0394,10
139,20160529_Sanders_MeetThePress_0184,8
140,20160529_Sanders_MeetThePress_0179,10
141,20160529_Sanders_MeetThePress_0181,13
142,20160529_Sanders_MeetThePress_0182,7
143,20160529_Sanders_MeetThePress_0185,7
144,20160622_Trump_NY_Soho_0022,55
145,20160622_Trump_NY_Soho_0022,55
146,20160622_Trump_NY_Soho_0061,22
147,20160622_Trump_NY_Soho_0061,22
148,20160622_Trump_NY_Soho_0062,17
149,20160622_Trump_NY_Soho_0062,17
150,20160622_Trump_NY_Soho_0064,23
151,20160622_Trump_NY_Soho_0065,18
152,20160622_Trump_NY_Soho_0073,25
153,20160622_Trump_NY_Soho_0074,29
154,20160622_Trump_NY_Soho_0074,29
155,20160622_Trump_NY_Soho_0084,33
156,20160622_Trump_NY_Soho_0085,14
157,20160622_Trump_NY_Soho_0086,9
158,20160622_Trump_NY_Soho_0108,30
159,20160622_Trump_NY_Soho_0108,30
160,20160622_Trump_NY_Soho_0113,34
161,20160622_Trump_NY_Soho_0114,32
162,20160622_Trump_NY_Soho_0115,19
163,20160622_Trump_NY_Soho_0130,21
164,20160622_Trump_NY_Soho_0131,21
165,20160622_Trump_NY_Soho_0141,31
166,20160622_Trump_NY_Soho_0151,23
167,20160622_Trump_NY_Soho_0157,11
168,20160622_Trump_NY_Soho_0157,11
169,20160622_Trump_NY_Soho_0179,19
170,20160622_Trump_NY_Soho_0179,19
171,20160622_Trump_NY_Soho_0183,27
172,20160721_Trump_draft_RNC_0020,34
173,20160721_Trump_draft_RNC_0021,13
174,20160721_Trump_draft_RNC_0022,8
175,20160721_Trump_draft_RNC_0029,24
176,20160721_Trump_draft_RNC_0040,23
177,20160721_Trump_draft_RNC_0047,25
178,20160721_Trump_draft_RNC_0043,18
179,20160721_Trump_draft_RNC_0187,26
180,20160721_Trump_draft_RNC_0187,26
181,20160721_Trump_draft_RNC_0160,8
182,20160721_Trump_draft_RNC_0058,13
183,20160721_Trump_draft_RNC_0148,28
184,20160721_Trump_draft_RNC_0149,28
185,20160721_Trump_draft_RNC_0205,32
186,20160721_Trump_draft_RNC_0206,15
187,20160721_Trump_draft_RNC_0207,11
188,20160721_Trump_draft_RNC_0207,11
189,20160721_Trump_draft_RNC_0230,10
190,20160721_Trump_draft_RNC_0042,13
191,20160721_Trump_draft_RNC_0234,30
192,20160721_Trump_draft_RNC_0028,23
193,20160901_Trump_immigration_Phoenix_0063,30
194,20160901_Trump_immigration_Phoenix_0048,24
195,20160901_Trump_immigration_Phoenix_0043,19
196,20160901_Trump_immigration_Phoenix_0061,24
197,20160901_Trump_immigration_Phoenix_0061,24
198,20160901_Trump_immigration_Phoenix_0061,24
199,20160901_Trump_immigration_Phoenix_0124,31
200,20160901_Trump_immigration_Phoenix_0082,36
201,20160901_Trump_immigration_Phoenix_0052,29
202,20160901_Trump_immigration_Phoenix_0135,15
203,20160907_NBC_commander_in_chief_forum_0073,47
204,20160907_NBC_commander_in_chief_forum_0165,18
205,20160907_NBC_commander_in_chief_forum_0221,21
206,20160907_NBC_commander_in_chief_forum_0240,15
207,20160907_NBC_commander_in_chief_forum_0241,6
208,20160907_NBC_commander_in_chief_forum_0358,9
209,20160907_NBC_commander_in_chief_forum_0378,19
210,20160907_NBC_commander_in_chief_forum_0439,7
211,20160907_NBC_commander_in_chief_forum_0545,38
212,20160907_NBC_commander_in_chief_forum_0564,31
213,20160907_NBC_commander_in_chief_forum_0571,17
214,20160907_NBC_commander_in_chief_forum_0611,28
215,20160926_1pres_0064,24
216,20160926_1pres_0098,31
217,20160926_1pres_0165,16
218,20160926_1pres_0166,31
219,20160926_1pres_0175,72
220,20160926_1pres_0179,13
221,20160926_1pres_0183,6
222,20160926_1pres_0202,27
223,20160926_1pres_0203,20
224,20160926_1pres_0232,15
225,20160926_1pres_0252,39
226,20160926_1pres_0264,10
227,20160926_1pres_0265,12
228,20160926_1pres_0424,17
229,20160926_1pres_0440,33
230,20160926_1pres_0493,73
231,20160926_1pres_0575,16
232,20160926_1pres_0579,21
233,20160926_1pres_0629,24
234,20160926_1pres_0645,15
235,20160926_1pres_0711,41
236,20160926_1pres_0748,24
237,20160926_1pres_0819,7
238,20160926_1pres_0868,51
239,20160926_1pres_0927,21
240,20160926_1pres_1010,28
241,20160926_1pres_1010,28
242,20160926_1pres_1057,12
243,20160926_1pres_1059,33
244,20160926_1pres_1079,9
245,20160926_1pres_1148,28
246,20160926_1pres_1182,6
247,20160926_1pres_1182,6
248,20160926_1pres_1214,11
249,20160926_1pres_1215,27
250,20160926_1pres_1222,20
251,20160926_1pres_1225,17
252,20160926_1pres_1326,31
253,20160926_1pres_1326,31
254,20161005_vice_pres_0075,41
255,20161005_vice_pres_0050,44
256,20161005_vice_pres_0097,11
257,20161005_vice_pres_0153,15
258,20161005_vice_pres_0117,11
259,20161005_vice_pres_0179,29
260,20161005_vice_pres_0184,14
261,20161005_vice_pres_0192,10
262,20161005_vice_pres_0215,10
263,20161005_vice_pres_0216,17
264,20161005_vice_pres_0234,34
265,20161005_vice_pres_0236,5
266,20161005_vice_pres_0305,11
267,20161005_vice_pres_0326,24
268,20161005_vice_pres_0437,16
269,20161005_vice_pres_0438,24
270,20161005_vice_pres_0497,56
271,20161005_vice_pres_0497,56
272,20161005_vice_pres_0497,56
273,20161005_vice_pres_0639,6
274,20161005_vice_pres_0639,6
275,20161005_vice_pres_0640,27
276,20161005_vice_pres_0640,27
277,20161005_vice_pres_0965,7
278,20161005_vice_pres_0968,9
279,20161005_vice_pres_0682,9
280,20161005_vice_pres_0694,15
281,20161005_vice_pres_0737,27
282,20161005_vice_pres_1039,21
283,20161005_vice_pres_1134,10
284,20161005_vice_pres_1163,17
285,20161005_vice_pres_1163,17
286,20161005_vice_pres_1163,17
287,20161005_vice_pres_1163,17
288,20161005_vice_pres_1162,8
289,20161005_vice_pres_1259,25
290,20161005_vice_pres_1325,34
291,20161010_2pres_0035,107
292,20161010_2pres_0037,12
293,20161010_2pres_0039,8
294,20161010_2pres_0112,7
295,20161010_2pres_0117,50
296,20161010_2pres_0117,50
297,20161010_2pres_0117,50
298,20161010_2pres_0117,50
299,20161010_2pres_0130,30
300,20161010_2pres_0165,26
301,20161010_2pres_0190,62
302,20161010_2pres_0208,51
303,20161010_2pres_0346,12
304,20161010_2pres_0347,12
305,20161010_2pres_0370,20
306,20161010_2pres_0437,19
307,20161010_2pres_0439,31
308,20161010_2pres_0500,13
309,20161010_2pres_0501,35
310,20161010_2pres_0525,40
311,20161010_2pres_0534,11
312,20161010_2pres_0554,15
313,20161010_2pres_0605,18
314,20161010_2pres_0607,7
315,20161010_2pres_0675,26
316,20161010_2pres_0772,30
317,20161010_2pres_0776,50
318,20161010_2pres_0834,19
319,20161010_2pres_0838,4
320,20161010_2pres_0839,4
321,20161010_2pres_0840,8
322,20161010_2pres_0821,21
323,20161010_2pres_0851,15
324,20161010_2pres_0858,63
325,20161010_2pres_0981,18
326,20161010_2pres_0982,7
327,20161010_2pres_1035,20
328,20161010_2pres_1036,4
329,20161010_2pres_1069,16
330,20161010_2pres_1081,11
331,20161010_2pres_1168,17
332,20161019_3pres_0029,20
333,20161019_3pres_0029,20
334,20161019_3pres_0030,67
335,20161019_3pres_0048,41
336,20161019_3pres_0078,56
337,20161019_3pres_0074,23
338,20161019_3pres_0139,25
339,20161019_3pres_0189,6
340,20161019_3pres_0190,7
341,20161019_3pres_0200,17
342,20161019_3pres_0201,9
343,20161019_3pres_0228,21
344,20161019_3pres_0255,6
345,20161019_3pres_0256,11
346,20161019_3pres_0273,10
347,20161019_3pres_0339,19
348,20161019_3pres_0345,6
349,20161019_3pres_0363,71
350,20161019_3pres_0366,40
351,20161019_3pres_0424,14
352,20161019_3pres_0468,21
353,20161019_3pres_0485,53
354,20161019_3pres_0490,26
355,20161019_3pres_0607,19
356,20161019_3pres_0609,8
357,20161019_3pres_0655,15
358,20161019_3pres_0657,13
359,20161019_3pres_0659,8
360,20161019_3pres_0667,16
361,20161019_3pres_0687,54
362,20161019_3pres_0688,12
363,20161019_3pres_0695,29
364,20161019_3pres_0699,13
365,20161019_3pres_0751,32
366,20161019_3pres_0765,17
367,20161019_3pres_0423,2
368,20161019_3pres_0793,39
369,20161019_3pres_0815,14
370,20161019_3pres_0815,14
371,20161019_3pres_0818,11
372,20161019_3pres_0820,34
373,20161019_3pres_0820,34
374,20161019_3pres_0832,30
375,20161019_3pres_0867,39
376,20161019_3pres_0877,32
377,20161019_3pres_0918,59
378,20161019_3pres_0942,33
379,20161019_3pres_1036,21
380,20161019_3pres_1037,7
381,20161019_3pres_1038,7
382,20161019_3pres_1039,7
383,20161019_3pres_1133,8
384,20161019_3pres_1277,16
385,20161019_3pres_1329,24
386,20170111_Trump_press_conference_0041,21
387,20170111_Trump_press_conference_0172,17
388,20170111_Trump_press_conference_0203,17
389,20170111_Trump_press_conference_0259,47
390,20170111_Trump_press_conference_0266,22
391,20170111_Trump_press_conference_0270,25
392,20170111_Trump_press_conference_0287,13
393,20170111_Trump_press_conference_0277,28
394,20170111_Trump_press_conference_0278,18
395,20170111_Trump_press_conference_0387,22
396,20170111_Trump_press_conference_0388,6
397,20170111_Trump_press_conference_0450,27
398,20170111_Trump_press_conference_0483,20
399,20170111_Trump_press_conference_0498,27
400,20170111_Trump_press_conference_0498,27
401,20170120_Trump_inauguration_0027,33
402,20170120_Trump_inauguration_0032,43
403,20170120_Trump_inauguration_0032,43
404,20170120_Trump_inauguration_0032,43
405,20170120_Trump_inauguration_0033,25
406,20170120_Trump_inauguration_0033,25
407,20170120_Trump_inauguration_0033,25
408,20170120_Trump_inauguration_0033,25
409,20170120_Trump_inauguration_0040,14
410,20170120_Trump_inauguration_0041,19
411,20170120_Trump_inauguration_0039,33
412,20170120_Trump_inauguration_0039,33
413,20170120_Trump_inauguration_0042,21
414,20170120_Trump_inauguration_0061,46
415,20170120_Trump_inauguration_0061,46
416,20170120_Trump_inauguration_0061,46
417,20170120_Trump_inauguration_0061,46
418,20170126_Trump_ABC_0107,20
419,20170126_Trump_ABC_0107,20
420,20170126_Trump_ABC_0107,20
421,20170126_Trump_ABC_0107,20
422,20170126_Trump_ABC_0107,20
423,20170126_Trump_ABC_0107,20
424,20170126_Trump_ABC_0107,20
425,20170126_Trump_ABC_0107,20
426,20170126_Trump_ABC_0110,4
427,20170126_Trump_ABC_0110,4
428,20170126_Trump_ABC_0110,4
429,20170126_Trump_ABC_0110,4
430,20170126_Trump_ABC_0110,4
431,20170126_Trump_ABC_0110,4
432,20170126_Trump_ABC_0110,4
433,20170126_Trump_ABC_0110,4
434,20170126_Trump_ABC_0103,75
435,20170126_Trump_ABC_0103,75
436,20170126_Trump_ABC_0103,75
437,20170126_Trump_ABC_0103,75
438,20170126_Trump_ABC_0103,75
439,20170126_Trump_ABC_0103,75
440,20170126_Trump_ABC_0103,75
441,20170126_Trump_ABC_0103,75
442,20170126_Trump_ABC_0121,29
443,20170126_Trump_ABC_0133,13
444,20170126_Trump_ABC_0178,14
445,20170126_Trump_ABC_0180,14
446,20170126_Trump_ABC_0679,9
447,20170126_Trump_ABC_0680,6
448,20170126_Trump_ABC_0319,8
449,20170126_Trump_ABC_0420,11
450,20170205_Trump_Oreilly_0141,12
451,20170205_Trump_Oreilly_0216,22
452,20170205_Trump_Oreilly_0216,22
453,20170205_Trump_Oreilly_0354,46
454,20170205_Trump_Oreilly_0360,72
455,20170205_Trump_Oreilly_0360,72
456,20170205_Trump_Oreilly_0360,72
457,20170205_Trump_Oreilly_0186,10
458,20170205_Trump_Oreilly_0186,10
459,20170205_Trump_Oreilly_0185,5
460,20170205_Trump_Oreilly_0185,5
461,20170205_Trump_Oreilly_0038,14
462,20170205_Trump_Oreilly_0038,14
463,20170207_Sanders_Cruz_healthcare_debate_0032,22
464,20170207_Sanders_Cruz_healthcare_debate_0041,22
465,20170207_Sanders_Cruz_healthcare_debate_0624,55
466,20170207_Sanders_Cruz_healthcare_debate_0265,11
467,20170207_Sanders_Cruz_healthcare_debate_0314,35
468,20170207_Sanders_Cruz_healthcare_debate_0360,51
469,20170207_Sanders_Cruz_healthcare_debate_0521,22
470,20170207_Sanders_Cruz_healthcare_debate_0521,22
471,20170207_Sanders_Cruz_healthcare_debate_0521,22
472,20170207_Sanders_Cruz_healthcare_debate_0484,40
473,20170207_Sanders_Cruz_healthcare_debate_0687,26
474,20170207_Sanders_Cruz_healthcare_debate_0687,26
475,20170207_Sanders_Cruz_healthcare_debate_0936,31
476,20170207_Sanders_Cruz_healthcare_debate_0123,5
477,20170216_Trump_press_conference_0105,23
478,20170216_Trump_press_conference_0106,13
479,20170216_Trump_press_conference_0177,30
480,20170216_Trump_press_conference_0178,31
481,20170216_Trump_press_conference_0448,13
482,20170216_Trump_press_conference_0036,12
483,20170216_Trump_press_conference_0037,27
484,20170216_Trump_press_conference_0722,15
485,20170216_Trump_press_conference_0277,15
486,20170216_Trump_press_conference_0471,27
487,20170216_Trump_press_conference_0543,14
488,20170216_Trump_press_conference_0469,8
489,20170216_Trump_press_conference_0963,11
490,20170218_Trump_Florida_0156,10
491,20170218_Trump_Florida_0161,7
492,20170218_Trump_Florida_0379,21
493,20170218_Trump_Florida_0331,18
494,20170224_Tump_CPAC_0200,12
495,20170224_Tump_CPAC_0223,18
496,20170224_Tump_CPAC_0224,23
497,20170224_Tump_CPAC_0261,18
498,20170224_Tump_CPAC_0422,20
499,20170224_Tump_CPAC_0257,22
500,20170224_Tump_CPAC_0337,30
501,20170228_Trump_Congress_joint_session_0202,11
502,20170228_Trump_Congress_joint_session_0320,16
503,20170228_Trump_Congress_joint_session_0322,17
504,20170228_Trump_Congress_joint_session_0086,27
505,20170228_Trump_Congress_joint_session_0088,17
506,20170228_Trump_Congress_joint_session_0047,40
507,20170228_Trump_Congress_joint_session_0077,12
508,20170228_Trump_Congress_joint_session_0079,19
509,20170228_Trump_Congress_joint_session_0187,22
510,20170228_Trump_Congress_joint_session_0137,18
511,20170228_Trump_Congress_joint_session_0206,25
512,20170228_Trump_Congress_joint_session_0213,3
513,20170228_Trump_Congress_joint_session_0349,40
514,20170228_Trump_Congress_joint_session_0351,9
515,20170228_Trump_Congress_joint_session_0353,9
516,20170315_Trump_Nashville_0296,15
517,20170315_Trump_Nashville_0090,18
518,20170315_Trump_Nashville_0177,25
519,20170323_Trump_Times_Interview_0018,16
520,20170323_Trump_Times_Interview_0067,25
521,20170323_Trump_Times_Interview_0067,25
522,20170323_Trump_Times_Interview_0077,11
523,20170323_Trump_Times_Interview_0022,29
524,20170323_Trump_Times_Interview_0023,11
525,20170323_Trump_Times_Interview_0024,13
526,20170323_Trump_Times_Interview_0185,38
527,20170323_Trump_Times_Interview_0075,42
528,20170323_Trump_Times_Interview_0075,42
529,20170323_Trump_Times_Interview_0149,29
530,20170323_Trump_Times_Interview_0270,65
531,20170323_Trump_Times_Interview_0270,65
532,20170323_Trump_Times_Interview_0270,65
533,20170404_Trump_CEO_TownHall_0103,37
534,20170404_Trump_CEO_TownHall_0103,37
535,20170404_Trump_CEO_TownHall_0105,17
536,20170404_Trump_CEO_TownHall_0105,17
537,20170404_Trump_CEO_TownHall_0304,17
538,20170404_Trump_CEO_TownHall_0305,16
539,20170404_Trump_CEO_TownHall_0307,6
540,20170404_Trump_CEO_TownHall_0287,40
541,20170404_Trump_CEO_TownHall_0293,71
542,20170424_Trump_AP_interview_0070,10
543,20170424_Trump_AP_interview_0535,25
544,20170424_Trump_AP_interview_0412,15
545,20170424_Trump_AP_interview_0387,21
546,20170424_Trump_AP_interview_0387,21
547,20170430_Trumo_CBS_FactTheNation_0511,8
548,20170430_Trumo_CBS_FactTheNation_0007,36
549,20170512_Trump_NBC_holt_interview_0184,16
550,20170601_Trump_Paris_Climate_0059,24
551,20170713_Trump_Roberston_interiew_0079,30
552,20170713_Trump_Roberston_interiew_0244,19
553,20170713_Trump_Roberston_interiew_0249,9
554,20170713_Trump_Roberston_interiew_0257,15
555,20170713_Trump_Roberston_interiew_0257,15
556,20170713_Trump_Roberston_interiew_0313,13
557,20170713_Trump_Roberston_interiew_0313,13
558,20170713_Trump_Roberston_interiew_0314,6
559,20170713_Trump_Roberston_interiew_0314,6
560,20170724_Trump_Healthcare_0095,8
561,20170803_Trump_WV_0163,21
562,20170822_Trump_phoenix_0204,23
563,20170822_Trump_phoenix_0259,41
564,20170822_Trump_phoenix_0017,31
565,20170822_Trump_phoenix_0116,20
566,20170822_Trump_phoenix_0509,18
567,20170822_Trump_phoenix_0509,18
568,20170822_Trump_phoenix_0604,15
569,20170822_Trump_phoenix_0424,26
570,20170822_Trump_phoenix_0325,37
571,20170919_Trump_UNGA_0149,27
572,20170919_Trump_UNGA_0150,11
573,20170919_Trump_UNGA_0042,22
574,20170919_Trump_UNGA_0103,37
575,20180426_Trump_Fox_Friends_0036,40
576,20180426_Trump_Fox_Friends_0038,14
577,20180426_Trump_Fox_Friends_0038,14
578,20180426_Trump_Fox_Friends_0315,23
579,20180426_Trump_Fox_Friends_0316,17
580,20180426_Trump_Fox_Friends_0317,22
581,20180426_Trump_Fox_Friends_0544,28
582,20180426_Trump_Fox_Friends_0545,53
583,20180426_Trump_Fox_Friends_0545,53
584,20180426_Trump_Fox_Friends_0553,15
585,20180426_Trump_Fox_Friends_0554,6
586,20180504_Trumo_NRA_0381,19
587,20180504_Trumo_NRA_0408,26
588,20180504_Trumo_NRA_0132,31
589,20180504_Trumo_NRA_0133,5
590,20180504_Trumo_NRA_0134,5
591,20180504_Trumo_NRA_0345,26
592,20180504_Trumo_NRA_0378,38
593,20180525_Trump_Naval_0176,15
594,20180612_Trump_Singapore_0436,18
595,20180612_Trump_Singapore_0438,6
596,20180612_Trump_Singapore_0438,6
597,20180615_Trump_lawn_0219,8
598,20180615_Trump_lawn_0220,18
599,20180615_Trump_lawn_0221,18
600,20180615_Trump_lawn_0163,9
601,20180615_Trump_lawn_0164,26
602,20180615_Trump_lawn_0160,22
603,20180615_Trump_lawn_0442,9
604,20180628_Trump_NorthDakota_0295,24
605,20180628_Trump_NorthDakota_0346,6
606,20180628_Trump_NorthDakota_0346,6
607,20180628_Trump_NorthDakota_0348,7
608,20180628_Trump_NorthDakota_0348,7
609,20180628_Trump_NorthDakota_0568,16
610,20180712_Trump_NATO_0008,32
611,20180712_Trump_NATO_0009,10
612,20180712_Trump_NATO_0067,23
613,20180712_Trump_NATO_0521,47
614,20180712_Trump_NATO_0647,9
615,20180712_Trump_NATO_0648,8
616,20180731_Trump_Tampa_0323,14
617,20180731_Trump_Tampa_0381,17
618,20180731_Trump_Tampa_0257,15
619,20180731_Trump_Tampa_0261,16
620,20180731_Trump_Tampa_0377,59
621,20180731_Trump_Tampa_0373,30
622,20180731_Trump_Tampa_0373,30
623,20180731_Trump_Tampa_0446,17
624,20180821_Trump_Charleston_0036,10
625,20180821_Trump_Charleston_0037,8
626,20180821_Trump_Charleston_0651,31
627,20180821_Trump_Charleston_0666,20
628,20180821_Trump_Charleston_0570,23
629,20180821_Trump_Charleston_0314,16
630,20180821_Trump_Charleston_0320,11
631,20180821_Trump_Charleston_0340,14
632,20181015_60_min_0001,11
633,20181015_60_min_0001,11
634,20181015_60_min_0004,17
635,20181015_60_min_0004,17
636,20181015_60_min_0005,10
637,20181015_60_min_0209,31
638,20181015_60_min_0209,31
639,20181015_60_min_0209,31
640,20181015_60_min_0264,15
641,20181015_60_min_0300,13
642,20181015_60_min_0373,11
643,20181015_60_min_0397,11
644,20181015_60_min_0397,11
645,20181015_60_min_0401,7
646,20181015_60_min_0401,7
647,20181015_60_min_0402,9
648,20181015_60_min_0402,9
649,20181015_60_min_0405,13
650,20181015_60_min_0405,13
651,20181015_60_min_0086,26
652,20181102_Trump_Huntington_0160,25
653,20181102_Trump_Huntington_0169,34
654,20181102_Trump_Huntington_0494,45
655,20181102_Trump_Huntington_0148,28
656,20181102_Trump_Huntington_0148,28
657,20181102_Trump_Huntington_0156,25
658,20181102_Trump_Huntington_0157,32
659,20181102_Trump_Huntington_0665,16
660,20181112_trump_pelosi_0292,11
661,20181112_trump_pelosi_0292,11
662,20181112_trump_pelosi_0293,23
663,20181112_trump_pelosi_0293,23
664,20181112_trump_pelosi_0183,13
665,20181112_trump_pelosi_0358,23
666,20190304_Trump_CPAC_1553,30
667,20190304_Trump_CPAC_1561,11
668,20190304_Trump_CPAC_1797,20
669,20190304_Trump_CPAC_1806,19
670,20190304_Trump_CPAC_1578,29
671,20190304_Trump_CPAC_1578,29
672,20190304_Trump_CPAC_0567,14
673,20190304_Trump_CPAC_1180,6
674,20190304_Trump_CPAC_0276,18
675,20190304_Trump_CPAC_1412,13
676,20190304_Trump_CPAC_1521,4
677,20190304_Trump_CPAC_1521,4
678,20190304_Trump_CPAC_1522,11
679,20190304_Trump_CPAC_1522,11
680,20190619_Trump_Campain_Florida_0163,101
681,20190619_Trump_Campain_Florida_0361,38
682,20190730_democratic_debate_Detroit_1_0471,50
683,20190730_democratic_debate_Detroit_1_0472,36
684,20190730_democratic_debate_Detroit_1_0473,15
685,20190730_democratic_debate_Detroit_1_0521,27
686,20190730_democratic_debate_Detroit_1_0137,10
687,20190730_democratic_debate_Detroit_1_0138,37
688,20190730_democratic_debate_Detroit_1_1540,10
689,20190730_democratic_debate_Detroit_1_1541,11
690,20190730_democratic_debate_Detroit_1_1542,16
691,20190730_democratic_debate_Detroit_1_1543,7
692,20190731_democratic_debate_Detroit_2_0586,56
693,20190912_democratic_debate_0460,34
694,20190912_democratic_debate_0461,6
695,20190912_democratic_debate_0462,8
696,20190912_democratic_debate_0364,28
697,20190912_democratic_debate_0739,19
698,20190912_democratic_debate_0941,9
699,20190912_democratic_debate_0942,6
700,20190912_democratic_debate_0584,44
701,20190912_democratic_debate_0910,37
